fips,mtfcc,lane_miles
12053,S1200,856.2621319774187
12053,S1400,5030.851864262992
12055,S1200,680.6360588304179
12055,S1400,5991.911791868111
12057,S1100,2159.232978256845
12057,S1200,1490.978345572553
12057,S1400,14281.902562402249
12059,S1100,248.22409899266805
12059,S1200,322.38417009067166
12059,S1400,1918.8375628099286
12061,S1100,466.5149990371138
12061,S1200,449.7162804175808
12061,S1400,3930.293821760949
12063,S1100,538.7269572505124
12063,S1200,793.093226191756
12063,S1400,4846.76239106374
12065,S1100,156.1413515594956
12065,S1200,626.6438994972846
12065,S1400,2099.0802639377325
12067,S1200,238.5258833814026
12067,S1400,3361.8654947504115
12069,S1100,700.5879091470625
12069,S1200,1125.3510075343427
12069,S1400,7504.597013753014
12071,S1100,579.0144142678024
12071,S1200,1049.3174712157486
12071,S1400,13421.879884092454
12073,S1100,352.9567571624377
12073,S1200,1621.2407534273773
12073,S1400,4796.335601690953
12075,S1200,1294.5384373884451
12075,S1400,6733.747289789723
12077,S1200,141.77521197485592
12077,S1400,2809.603623797916
12079,S1100,524.9865986640004
12079,S1200,437.38963661931047
12079,S1400,3909.2772203869054
12081,S1100,541.9339104800205
12081,S1200,961.4317188784962
12081,S1400,6045.283016070715
12083,S1100,611.1964007104659
12083,S1200,1443.57839500432
12083,S1400,13503.230415201439
12085,S1100,720.0760931198904
12085,S1200,917.5704970206143
12085,S1400,3291.962090777454
12086,S1100,1828.2016550632004
12086,S1200,2013.320885076051
12086,S1400,16349.77818815068
12087,S1200,881.1814537407406
12087,S1400,1806.839351657122
12089,S1100,207.48585116382765
12089,S1200,985.7992093062761
12089,S1400,3397.4952072102483
12091,S1100,392.349852889618
12091,S1200,854.9803329714491
12091,S1400,6236.829949305107
12093,S1100,118.83292559440291
12093,S1200,490.857187230586
12093,S1400,2266.3876131864286
12095,S1100,3168.9317600106965
12095,S1200,1960.8062428277076
12095,S1400,12238.128680761578
12097,S1100,1091.195827516151
12097,S1200,1392.0774655676628
12097,S1400,6913.390110933113
12099,S1100,1441.524720396319
12099,S1200,3269.559383197524
12099,S1400,12981.612750158913
12101,S1100,675.7753971420888
12101,S1200,1079.0052619056703
12101,S1400,7522.727401189033
12103,S1100,427.40778119441006
12103,S1200,970.0660914997039
12103,S1400,8981.865836170926
12105,S1100,867.752377520127
12105,S1200,2860.115553339442
12105,S1400,12233.153072216228
12107,S1200,707.7682652724341
12107,S1400,4614.673931204077
12109,S1100,575.5726375583833
12109,S1200,889.7672940583453
12109,S1400,3908.47096319297
12111,S1100,992.0444941289014
