probability_rank,fips,county_name,state,probability_score,probability_tier,drought_score,fire_frequency_score,max_consecutive_weeks,recent_intensity,episode_frequency,total_drought_weeks,fire_count,fires_per_100k,last_drought_end
330,40049,Garvin County,OK,0.38469357137806187,Moderate,0.45650360098828835,0.009941118227062529,120,71.51936979984178,6,175,29,97.16787166165739,2024-01-01
331,6041,Marin County,CA,0.3843763364310484,Moderate,0.45678639209825966,0.006970536624503117,163,66.48460284279027,3,173,168,68.14432448937862,2023-03-13
332,6087,Santa Cruz County,CA,0.3843736715515728,Moderate,0.45711013418517255,0.005124372702788146,163,66.60685077599558,3,174,219,50.10670329644859,2023-03-13
333,30003,Big Horn County,MT,0.3842061757146586,Moderate,0.41820689041145775,0.22486990488044178,134,55.541007216419395,5,153,298,2197.0919312264323,2023-05-15
334,6099,Stanislaus County,CA,0.3838513635838021,Moderate,0.45711013418517255,0.0028720744372828094,163,66.60685077599558,3,174,154,28.10101764263111,2023-03-13
335,6085,Santa Clara County,CA,0.3835151403505454,Moderate,0.45711013418517255,0.0014222114219454745,163,66.60685077599558,3,174,374,13.935385032932794,2023-03-13
336,4025,Yavapai County,AZ,0.3833809996878937,Moderate,0.45450143487858397,0.015627478159993012,134,69.24615469984899,5,190,307,152.72545527079615,2024-01-01
337,6001,Alameda County,CA,0.38307244460444684,Moderate,0.45678639209825966,0.001347889679261171,163,66.48460284279027,3,173,251,13.20923746544455,2023-03-13
338,6081,San Mateo County,CA,0.3830064624605503,Moderate,0.45678639209825966,0.001063361245037386,163,66.48460284279027,3,173,115,10.429302241502665,2023-03-13
339,56011,Crook County,WY,0.3829171294279139,Moderate,0.43044109084463844,0.14997907805918903,162,70.61243001202016,1,162,83,1465.3842268681851,2023-06-26
340,6077,San Joaquin County,CA,0.38281218218046137,Moderate,0.4564662900250947,0.0020396293028962643,163,66.36372941162072,3,172,127,19.967758281775485,2023-03-13
341,6075,San Francisco County,CA,0.3827671009619972,Moderate,0.45678639209825966,3.118574459269397e-05,163,66.48460284279027,3,173,3,0.3446123271047206,2023-03-13
342,6013,Contra Costa County,CA,0.3826766661681002,Moderate,0.4561497968698405,0.0032488488160670043,163,66.24421874041825,3,171,439,31.78222570859617,2023-03-13
343,56015,Goshen County,WY,0.38239345482724363,Moderate,0.4523824837805373,0.023377249849008224,162,72.15467969473103,2,168,13,228.44324198190031,2023-07-10
344,41043,Linn County,OR,0.381831498125058,Moderate,0.45414254342262417,0.010979578759321472,133,83.18668468904042,3,243,145,107.31396837840778,2024-01-01
345,53071,Walla Walla County,WA,0.3811018190957609,Moderate,0.45216650834002464,0.01903140385535745,141,70.97738495052167,4,200,98,185.98291499020667,2024-01-01
346,48353,Nolan County,TX,0.3809747286123377,Moderate,0.4551452394900879,0.0016026550566837414,117,72.77648253757712,6,196,1,15.698377956692674,2023-11-27
347,16029,Caribou County,ID,0.3802763370239362,Moderate,0.45096036707992887,0.022307056580011614,146,67.57186463377796,4,169,22,217.98710611967832,2023-07-10
348,6031,Kings County,CA,0.37952600290888777,Moderate,0.453832633061954,0.0027941010509343047,162,65.95925087708386,3,174,31,27.339192330403257,2023-03-06
349,8117,Summit County,CO,0.379423015608802,Moderate,0.45288091025838595,0.0077434884495147585,138,66.27417358600754,5,188,52,75.69631489280523,2024-01-01
350,48171,Gillespie County,TX,0.3794216608720687,Moderate,0.45324851041783965,0.005654426908907391,108,77.37038741398291,6,215,5,55.28550506439599,2024-01-01
351,31017,Brown County,NE,0.37798871085557106,Moderate,0.44798793109473845,0.02928738048924199,161,77.82828931770369,1,161,4,286.18713808741865,2023-10-30
352,40065,Jackson County,OK,0.37738010848544945,Moderate,0.45266045208304384,0.00018341132180574486,121,82.96418453958448,4,226,1,1.8319056629497124,2024-01-01
353,46023,Charles Mix County,SD,0.37665060835249176,Moderate,0.4508306058099138,0.007407544125822583,162,78.31169484141614,1,162,8,72.4140297276583,2023-10-30
354,30057,Madison County,MT,0.37658678802196843,Moderate,0.43431219331345655,0.10074350873279488,112,61.11678854310778,7,179,77,984.3367216700769,2024-01-01
355,41003,Benton County,OR,0.37626547175128083,Moderate,0.45144622006593066,0.002258021259152902,133,82.16852866010967,3,241,31,22.10151863328362,2024-01-01
356,48105,Crockett County,TX,0.3760468260916528,Moderate,0.4503830004047138,0.0073405279217478225,118,83.87424053217578,4,232,2,71.7592596453973,2024-01-01
357,40045,Ellis County,OK,0.37524567742230597,Moderate,0.44851411350862924,0.014476944000971676,117,77.01552780434102,5,213,3,141.48436281640832,2024-01-01
358,4007,Gila County,AZ,0.374243537655275,Moderate,0.43523415610476845,0.08541409899827017,136,67.53364645631136,4,187,553,834.5634092083571,2024-01-01
359,48345,Motley County,TX,0.3733587089007749,Moderate,0.431736326139296,0.10142102077721878,95,70.17435753413784,7,205,4,990.9562344160598,2023-12-25
360,46081,Lawrence County,SD,0.3721172094135777,Moderate,0.44556093003510266,0.01772228122243869,160,70.75882764574078,2,162,30,173.19236163254794,2024-01-01
361,30107,Wheatland County,MT,0.3720365348494043,Moderate,0.43748856917098516,0.06312111370783431,167,70.32355092511125,1,167,15,616.7537016310876,2023-05-15
362,48259,Kendall County,TX,0.3711668285692478,Moderate,0.447793845249183,0.0009699356533796568,108,75.31065662780715,6,210,2,9.51650386416136,2024-01-01
363,48371,Pecos County,TX,0.37011632381851556,Moderate,0.44664755763744574,0.002936049351914697,120,81.28367544016315,4,210,4,28.7260733391524,2024-01-01
364,15009,Maui County,HI,0.3701067060954274,Moderate,0.4468823259331961,0.0015641249768964826,106,76.14648690675168,6,247,26,15.32192656168852,2024-01-01
365,19095,Iowa County,IA,0.3694337041233225,Moderate,0.4461327123485593,0.0029101239081838455,140,76.03200151006766,3,166,2,28.47277333270372,2024-01-01
366,31007,Banner County,NE,0.3691461660601143,Moderate,0.432566921376007,0.07854862869987311,155,68.80224322231885,2,162,2,767.4855343256318,2023-07-03
367,40031,Comanche County,OK,0.36879145689704596,Moderate,0.4452046888969548,0.005399806614411524,121,80.14882108573465,4,211,31,52.79778208046814,2024-01-01
368,46019,Butte County,SD,0.36847008112759383,Moderate,0.44556093003510266,0.0019951217313484504,160,70.75882764574078,2,162,4,19.532904850639785,2024-01-01
369,40011,Blaine County,OK,0.3679826637139761,Moderate,0.44391378522488506,0.009227780623431473,100,71.8226054707201,7,198,6,90.19833156523036,2024-01-01
370,48227,Howard County,TX,0.3674896633233528,Moderate,0.44500747193310203,0.0009038521431989818,122,79.48433608191982,4,207,2,8.870846504206634,2024-01-01
371,20055,Finney County,KS,0.367171209078286,Moderate,0.44489766333676906,0.00015290676003878128,123,85.5958755376684,3,221,1,1.533866185882207,2024-01-01
372,48337,Montague County,TX,0.3671518636346413,Moderate,0.44418082192149466,0.004131883167685148,77,58.521692122703456,11,169,4,40.409758154380654,2024-01-01
373,48013,Atascosa County,TX,0.3662871694104391,Moderate,0.4440771540842993,0.0009906396395496552,119,80.9030819639878,4,224,2,9.7187885341874,2024-01-01
374,46043,Douglas County,SD,0.36526087419718173,Moderate,0.44280343527263455,0.0037833126401983367,160,76.46059101331362,1,160,2,37.004110876870044,2023-10-16
375,20193,Thomas County,KS,0.36519315130261837,Moderate,0.44331085570198275,0.000615685390751213,128,82.0466121630158,3,208,1,6.0553637294044815,2024-01-01
376,41053,Polk County,OR,0.3649237840123095,Moderate,0.4423388100591871,0.00496277957000214,130,80.49953075986676,3,238,57,48.52788589985188,2024-01-01
377,48325,Medina County,TX,0.3647608198519214,Moderate,0.44294201100199,0.0008416567316372129,118,81.06445579223131,4,225,3,8.263177130705158,2024-01-01
378,31183,Wheeler County,NE,0.3642948102252594,Moderate,0.44158006351761203,0.006550394197362566,136,76.67293662702743,3,170,1,64.03939650400253,2024-01-01
379,41047,Marion County,OR,0.3641440135957537,Moderate,0.4423388100591871,0.0016002508224564468,130,80.49953075986676,3,238,85,15.674887807339777,2024-01-01
380,56025,Natrona County,WY,0.36395528617031914,Moderate,0.43993370546839183,0.014416340715899182,158,69.81396507129809,2,172,108,140.89224903586745,2023-06-12
381,30037,Golden Valley County,MT,0.3636856737484804,Moderate,0.41412849162797266,0.15949393734414866,147,66.55983856586934,2,165,7,1558.3474927339298,2023-06-12
382,16071,Oneida County,ID,0.3626691098176789,Moderate,0.4338936912954897,0.0430993321294547,152,64.3302675405422,3,169,17,421.13439206137497,2023-04-10
383,38013,Burke County,ND,0.3612572937672942,Moderate,0.43952533755489065,0.005096302113382462,114,68.64830892168514,6,202,2,49.83244451996268,2024-01-01
384,40103,Noble County,OK,0.36103315610318526,Moderate,0.4401179087364685,0.0007716263869202346,125,69.12493233190571,5,152,1,7.578957915305397,2024-01-01
385,41071,Yamhill County,OR,0.3609984905563758,Moderate,0.4393825727617595,0.0047893495458693515,116,74.1573897214152,5,234,63,46.83341822989439,2024-01-01
386,48027,Bell County,TX,0.3605852116078883,Moderate,0.43988948522841587,0.00013449292419138453,109,71.73588486267,6,193,2,1.35395702840306,2024-01-01
387,48195,Hansford County,TX,0.3598506123865056,Moderate,0.4392137709154758,0.0007960788688665855,99,63.89483348580775,8,181,1,7.817866606666626,2023-12-18
388,49005,Cache County,UT,0.359625464948162,Moderate,0.43877113309384114,0.0023336613900047467,153,65.58201947495596,3,176,56,22.84054728141245,2023-04-10
389,48451,Tom Green County,TX,0.35915765290510704,Moderate,0.4388149893435046,6.782375309057165e-05,113,75.71310739748043,5,203,2,0.7025775710220475,2024-01-01
390,30041,Hill County,MT,0.35900555858603717,Moderate,0.4369894391314572,0.009757501826123768,127,73.50658405408203,4,182,24,95.37387978152907,2024-01-01
391,30089,Sanders County,MT,0.3584186180205818,Moderate,0.41252100923625584,0.1458910528840607,72,69.74578648773293,8,220,205,1425.442893019765,2024-01-01
392,46123,Tripp County,SD,0.35818164090622745,Moderate,0.43486124988908337,0.018265220529126793,158,74.64157834609614,1,158,2,178.497055018439,2023-10-02
393,41041,Lincoln County,OR,0.35795666436318657,Moderate,0.4353567817933869,0.014486856767329257,114,67.07422465246239,6,209,44,141.58121376362323,2023-12-11
394,48267,Kimble County,TX,0.3578867652282046,Moderate,0.4349537593442896,0.01646939807194168,109,76.61512850410713,5,210,2,160.9512862860659,2024-01-01
395,4021,Pinal County,AZ,0.35736834325604994,Moderate,0.43610097572763357,0.007732489587916282,136,67.86096536738509,4,186,400,75.58885244229732,2024-01-01
396,48411,San Saba County,TX,0.35720710081030643,Moderate,0.43218554057229563,0.029226264971384808,109,75.56982411763282,5,210,6,285.59001962618606,2024-01-01
397,16051,Jefferson County,ID,0.3567767457345518,Moderate,0.4362225645454125,0.0044923470638778065,157,69.00261887118151,2,165,17,43.931607507395285,2023-06-19
398,31045,Dawes County,NE,0.356690206016579,Moderate,0.42879586525198743,0.046206871812688115,161,70.58119208178623,1,161,26,451.49606416906767,2023-07-03
399,31099,Kearney County,NE,0.3562064902492182,Moderate,0.4343255044616403,0.012784081265967771,132,76.2936060631633,3,174,2,124.94454401350235,2024-01-01
400,4023,Santa Cruz County,AZ,0.35508724789458057,Moderate,0.4336248058137814,0.011928595964781935,141,70.71888904255603,3,177,64,116.5861747390257,2024-01-01
401,16081,Teton County,ID,0.353428637334197,Moderate,0.4335264275280114,0.005333847291531951,132,62.50583086022953,5,151,9,52.15333807078416,2023-08-14
402,48483,Wheeler County,TX,0.35322374921594957,Moderate,0.432467132506656,0.010453438023277695,95,70.45031661265914,7,212,2,102.17340248428549,2024-01-01
403,46047,Fall River County,SD,0.3531061830057834,Moderate,0.42879586525198743,0.030751835112405108,161,70.58119208178623,1,161,17,300.49533544527475,2023-07-03
404,30045,Judith Basin County,MT,0.3527143719838441,Moderate,0.41092541706702324,0.13033553198209855,142,61.55738093210008,3,149,29,1273.460401005918,2023-08-14
405,48363,Palo Pinto County,TX,0.3524366861348234,Moderate,0.4320077043790105,0.009663077935925673,111,67.57962509763777,6,174,14,94.45132770317737,2024-01-01
406,20185,Stafford County,KS,0.35207514001174817,Moderate,0.4285930068254369,0.02745538287056582,106,69.24027498362419,6,184,2,268.28792627672857,2024-01-01
407,6037,Los Angeles County,CA,0.35205397020403156,Moderate,0.4332859918733625,0.000768571005755843,136,60.05498379258714,5,162,943,7.54910584886911,2023-04-24
408,31157,Scotts Bluff County,NE,0.35075603903935826,Moderate,0.43223373747127103,0.0011348378926179178,155,68.67642997350819,2,161,1,11.127652305672774,2023-07-03
409,40015,Caddo County,OK,0.3503944059649593,Moderate,0.4295491105948738,0.014789398687154278,119,82.16017992434061,3,218,37,144.53714659309603,2024-01-01
410,48049,Brown County,TX,0.35034072085241846,Moderate,0.4314456727698702,0.0038099273216908695,111,74.11041516199278,5,200,12,37.264144960131105,2024-01-01
411,48029,Bexar County,TX,0.3502426901465965,Moderate,0.4320332031405757,5.761714690851414e-05,108,76.10231422758295,5,214,3,0.602855713275878,2024-01-01
412,8049,Grand County,CO,0.35007520130106856,Moderate,0.427739930499195,0.023665692175558084,137,57.370726875787476,5,165,66,231.26141720519288,2024-01-01
413,30061,Mineral County,MT,0.3498605028870649,Moderate,0.3906993199847965,0.23265198489137112,72,61.505719725090316,8,177,152,2273.125380737146,2024-01-01
414,48385,Real County,TX,0.34985912688650067,Moderate,0.42832122777780895,0.01943967693622627,113,78.49358661433394,4,219,2,189.97187560706308,2024-01-01
415,31041,Custer County,NE,0.34942713391072283,Moderate,0.4279808831464321,0.01950559567104547,134,79.46080987961498,2,182,4,190.61592305821327,2024-01-01
416,46007,Bennett County,SD,0.34921007455859954,Moderate,0.42334892657744716,0.04481926161665605,159,69.70440708698142,1,159,13,437.93866182517223,2023-07-03
417,30013,Cascade County,MT,0.34814557922606365,Moderate,0.4292339310562536,0.006878147841667989,142,68.47084101567016,3,169,41,67.24165607101419,2023-10-30
418,48237,Jack County,TX,0.3479477094945752,Moderate,0.4295695367024225,0.004122989123324765,108,68.42899327911559,6,179,2,40.322860451983416,2024-01-01
419,31171,Thomas County,NE,0.3467113750695953,Moderate,0.4000434151309699,0.16611856679575612,128,72.45145446426382,2,167,5,1623.0722743127087,2023-11-27
420,40047,Garfield County,OK,0.34623804790737633,Moderate,0.4287526386295978,0.0013800073975963434,116,63.400412405889,6,146,2,13.523038006174922,2023-12-04
421,48479,Webb County,TX,0.34592658868231335,Moderate,0.42875648974980984,1.510721828066547e-05,115,84.2209355362243,3,248,1,0.1875199023499788,2023-11-20
422,38023,Divide County,ND,0.34588561769484466,Moderate,0.42777790144169425,0.005384170552317087,116,69.7753611197813,5,198,2,52.645012674842114,2024-01-01
423,48383,Reagan County,TX,0.34462374507008375,Moderate,0.4243933147626341,0.01912344361756937,115,75.8303430200157,4,201,2,186.88217336371218,2024-01-01
424,46102,Oglala Lakota County,SD,0.34418454347540384,Moderate,0.4195738367978944,0.0445418858163038,158,68.8689132215999,1,158,71,435.22861015750016,2023-06-26
425,48147,Fannin County,TX,0.3440822816674751,Moderate,0.42644219047525556,0.005177399928865778,80,56.796400804599486,10,162,11,50.62479651972623,2024-01-01
426,8071,Las Animas County,CO,0.34396086814027543,Moderate,0.4228773966972981,0.024855812856275465,104,81.74807376623735,4,241,28,242.88928283519107,2024-01-01
427,6029,Kern County,CA,0.3439047581756048,Moderate,0.42506608775422505,0.012210367188603374,140,61.33403570376341,4,163,1072,119.33917112172941,2023-04-24
428,16041,Franklin County,ID,0.3437987383075555,Moderate,0.42543310069957196,0.009673296088164038,134,58.269689424694086,5,160,12,94.5511623696441,2023-04-03
429,48083,Coleman County,TX,0.34372446865973344,Moderate,0.42624116311656024,0.004773675605806676,109,73.32517355308808,5,199,1,46.68027874421503,2024-01-01
430,30047,Lake County,MT,0.34344866592097856,Moderate,0.42333032234792567,0.02008032658066305,72,67.08446238192144,9,207,92,196.23123073139104,2024-01-01
431,48299,Llano County,TX,0.34295419917216197,Moderate,0.4254955192202434,0.005677740670288101,107,74.22363988722577,5,206,5,55.513288085947494,2024-01-01
432,8125,Yuma County,CO,0.3428117037206953,Moderate,0.4248259221082139,0.00885793191620481,102,70.17784619822206,6,205,5,86.58478956000457,2024-01-01
433,53075,Whitman County,WA,0.34267475195986996,Moderate,0.42475973149152635,0.008642475592056042,101,70.74286612284767,6,212,15,84.47971128775318,2024-01-01
434,48053,Burnet County,TX,0.3421220597958182,Moderate,0.4251884588964351,0.003829521836302366,108,73.517677039554,5,201,14,37.45558973264794,2024-01-01
435,48445,Terry County,TX,0.33949645077686014,Moderate,0.4232713148506533,0.0033719706893952403,110,71.61371795163308,5,192,1,32.98516640391407,2023-11-20
436,40099,Murray County,OK,0.3393982261745711,Moderate,0.4220493430142566,0.009873418793642648,77,56.907664262032725,10,154,18,96.50642620676548,2024-01-01
437,38061,Mountrail County,ND,0.3389422899101644,Moderate,0.42023739166743007,0.018175802693740455,93,67.01228431794284,7,202,18,177.62341372168336,2024-01-01
438,16077,Power County,ID,0.33889279764291697,Moderate,0.4171103030144288,0.035683844620160034,146,61.53279327830383,3,163,17,348.68267036956075,2023-04-03
439,48493,Wilson County,TX,0.3385638153428384,Moderate,0.4230094743293612,0.000834128145891878,106,73.87490100310578,5,207,2,8.189620402510243,2024-01-01
440,31081,Hamilton County,NE,0.338110970131029,Moderate,0.4203324214538556,0.01405244116734089,134,76.57268173095981,2,172,3,137.33683224325932,2024-01-01
441,48209,Hays County,TX,0.3380922243665519,Moderate,0.4227329600846741,0.0003675603127949802,108,72.59045853179587,5,199,7,3.6311011208690402,2024-01-01
442,48263,Kent County,TX,0.33753584866776976,Moderate,0.4192080858424724,0.017944100609239177,113,68.30936371863613,5,181,1,175.35960909378014,2023-10-30
443,48491,Williamson County,TX,0.33749538328062023,Moderate,0.4223164164510884,0.00015444631216642726,107,73.02318199593823,5,199,8,1.548908110252309,2024-01-01
444,48309,McLennan County,TX,0.3372436241344475,Moderate,0.42211773964952315,0.00019472702985031063,111,70.58810344801837,5,185,2,1.9424638061551456,2024-01-01
445,8009,Baca County,CO,0.33669643638423113,Moderate,0.40904830165576356,0.0719006973106187,98,73.32314901711376,5,218,13,702.533085247021,2024-01-01
446,56033,Sheridan County,WY,0.3366834187720269,Moderate,0.4180451469248274,0.02085871768635497,147,61.295784675408946,3,167,58,203.8363646738712,2023-05-15
447,31141,Platte County,NE,0.33659036881081716,Moderate,0.4216314364346117,0.00013367650644973504,134,77.06320150895489,2,174,1,1.3459803618753223,2024-01-01
448,31119,Madison County,NE,0.3365897491312814,Moderate,0.4216314364346117,0.00013100432216452907,134,77.06320150895489,2,174,1,1.3198722534201037,2024-01-01
449,48453,Travis County,TX,0.33657673199542376,Moderate,0.4216204466580302,0.00013715172979977138,107,72.76037752221042,5,198,13,1.3799344228400445,2024-01-01
450,16075,Payette County,ID,0.33649944763106543,Moderate,0.4173353735579574,0.024087739381692733,139,65.7478806375573,3,182,33,235.38495550005865,2023-05-22
451,40039,Custer County,OK,0.33644091697927575,Moderate,0.42037715622767047,0.006597316503409893,95,72.62805075082261,6,213,8,64.49784267556144,2024-01-01
452,46129,Walworth County,SD,0.3361853095755246,Moderate,0.4195738367978944,0.010047561107898409,158,68.8689132215999,1,158,1,98.20785318259311,2023-06-26
453,30039,Granite County,MT,0.33576985040521407,Moderate,0.38189407473934767,0.22179025573660316,76,62.56374154532604,7,176,86,2167.0027587481345,2024-01-01
454,30053,Lincoln County,MT,0.3354600257106588,Moderate,0.4060050452022256,0.08381542167810742,72,67.28529967368866,8,213,281,818.943812502103,2024-01-01
455,40051,Grady County,OK,0.33469640874946993,Moderate,0.42016838025209297,0.00025779217486972424,78,62.35039992329956,9,170,3,2.558630758047842,2024-01-01
456,31019,Buffalo County,NE,0.3332611723436608,Moderate,0.4190574835557566,0.00036430150875300314,132,77.27128187410317,2,176,2,3.599261546842175,2024-01-01
457,30007,Broadwater County,MT,0.3324358486808306,Moderate,0.41265936752984456,0.03306397549516118,152,63.05501355654001,2,154,23,323.08569802276924,2023-06-12
458,46093,Meade County,SD,0.33241186001445805,Moderate,0.4178769515028323,0.003392063878552692,152,65.02522034400207,2,154,17,33.18148338872619,2024-01-01
459,48239,Jackson County,TX,0.33200307419092534,Moderate,0.4179310245141914,0.0013228601047393415,64,63.022733319616805,10,206,1,12.964690392167554,2024-01-01
460,16001,Ada County,ID,0.3319947278179438,Moderate,0.4173353735579574,0.004662470674829426,139,65.7478806375573,3,182,166,45.593770446571426,2023-05-22
461,48011,Armstrong County,TX,0.33046065570046496,Moderate,0.40957066658987984,0.04205045774297358,97,74.11041282837266,5,223,1,410.8865486062073,2024-01-01
462,48341,Moore County,TX,0.33021540053935666,Moderate,0.4149006589227883,0.010787372757750727,95,63.81705768172705,7,178,8,105.43605330999921,2024-01-01
463,38105,Williams County,ND,0.3298697285798951,Moderate,0.41650461306604514,0.00020702790527576072,116,65.51846570809087,5,187,1,2.0626473546775212,2023-10-30
464,16035,Clearwater County,ID,0.3294893405622322,Moderate,0.3938817140720177,0.12677250368592527,72,62.70742044777788,8,174,150,1238.6484571963115,2024-01-01
465,31111,Lincoln County,NE,0.3293313242102677,Moderate,0.4155158531000963,0.0034887008520670484,123,74.50103887458619,3,179,2,34.12565800993964,2024-01-01
466,16079,Shoshone County,ID,0.328228087604978,Moderate,0.40174492126767447,0.07677229724210251,72,65.676638436086,8,203,148,750.1301989886767,2024-01-01
467,31079,Hall County,NE,0.32817622855615275,Moderate,0.4152244049097306,0.00015935360045580781,132,75.82387679075927,2,171,2,1.59685391084304,2024-01-01
468,48045,Briscoe County,TX,0.32666909193358973,Moderate,0.4104387435795601,0.020781001010477022,96,75.02822063123875,5,228,2,203.07704750632632,2024-01-01
469,48019,Bandera County,TX,0.3248850853182825,Moderate,0.4125271788261036,0.0012526710290123805,108,75.47968171112146,4,212,2,12.278920323240673,2024-01-01
470,48179,Gray County,TX,0.32411183245752695,Moderate,0.4097277019635587,0.013783107624957774,97,67.42669253114863,6,188,7,134.7053560482616,2024-01-01
471,48101,Cottle County,TX,0.323476236475688,Moderate,0.40534165600772665,0.03589836323245279,96,73.10351437211469,5,218,1,350.7785868923879,2023-12-25
472,48485,Wichita County,TX,0.3234127304520391,Moderate,0.4110112290722207,0.003494586229445493,119,68.41709031923737,4,163,18,34.183160058637036,2024-01-01
473,48129,Donley County,TX,0.32077721605219306,Moderate,0.40873924835453335,0.005005208994649872,97,73.79646180065946,5,222,2,48.94243516074244,2024-01-01
474,16011,Bingham County,ID,0.3198715323343322,Moderate,0.40749038675196014,0.008177115511046643,149,62.87320207031737,2,159,25,79.93299213631333,2023-04-24
475,48191,Hall County,TX,0.31936784379916183,Moderate,0.4075428112253098,0.005708014325891476,96,73.9346904437202,5,224,1,55.809071534792956,2024-01-01
476,40139,Texas County,OK,0.3189231212006184,Moderate,0.4079334048292793,0.0015767546262541326,99,72.31213981676775,5,210,1,15.44532233832205,2024-01-01
477,48233,Hutchinson County,TX,0.31814183167289944,Moderate,0.4039375725303451,0.020852377862958897,97,65.24028741171772,6,181,23,203.77442253996674,2024-01-01
478,27071,Koochiching County,MN,0.3174618986992346,Moderate,0.4059071945140187,0.0067583624502549925,102,63.033963951342756,6,178,12,66.07131388777654,2024-01-01
479,48065,Carson County,TX,0.31720408971265385,Moderate,0.40379893734106587,0.017594300423025563,95,66.36796571078892,6,187,5,171.94194765108637,2024-01-01
480,8023,Costilla County,CO,0.31606950743382917,Moderate,0.4023644595275804,0.02083105173683814,97,78.13230228994401,4,232,14,203.56605936053597,2024-01-01
481,48055,Caldwell County,TX,0.31579689217975887,Moderate,0.4053965104865497,0.0024726028663184245,103,68.99412922711844,5,189,8,24.198050636479913,2024-01-01
482,8105,Rio Grande County,CO,0.31455885717700927,Moderate,0.4001659140053182,0.026776154484178954,99,62.63604692279363,6,206,19,261.651644312259,2024-01-01
483,48359,Oldham County,TX,0.31390551931192084,Moderate,0.40002292955384067,0.024769133007375058,97,70.50510117249998,5,195,1,242.04239255576584,2024-01-01
484,48057,Calhoun County,TX,0.3132954724118514,Moderate,0.4033148201215443,0.0034830782591634456,60,53.12056077979939,11,182,2,34.07072345092008,2024-01-01
485,48393,Roberts County,TX,0.31323374152369543,Moderate,0.38659168374467934,0.09798823964661132,93,61.050379685915544,6,167,2,957.4168477213962,2023-12-18
486,31091,Hooker County,NE,0.31274007360635286,Moderate,0.382725984115156,0.11776667351498088,121,70.04233494535008,2,165,1,1150.65857111921,2023-11-27
487,8043,Fremont County,CO,0.3127113637290559,Moderate,0.4020877028966806,0.007918454643233163,96,71.87479231634009,5,222,52,77.40579143859846,2024-01-01
488,40073,Kingfisher County,OK,0.3117951908140549,Moderate,0.40268898048184654,0.0005602421721447986,100,62.99876549170647,6,161,2,5.513665474349039,2023-12-25
489,30011,Carter County,MT,0.3112467983536463,Moderate,0.3351674922130376,0.3808451615955299,112,57.3939461623445,2,161,41,3721.0208537910544,2023-07-10
490,16027,Canyon County,ID,0.3109114718312988,Moderate,0.4019468048734206,0.0009554348561810597,131,57.91411276688095,4,164,35,9.374826365328632,2023-03-27
491,48473,Waller County,TX,0.3106531199065382,Moderate,0.40174124925612886,0.001006268972156448,61,51.93635212364904,11,158,5,9.871492190533234,2024-01-01
492,19195,Worth County,IA,0.3090383332929685,Moderate,0.4004450206057104,0.0013888123403374233,105,65.94437377239478,5,177,1,13.609065156809251,2024-01-01
493,38009,Bottineau County,ND,0.30855420129536965,Moderate,0.3999340080385626,0.0021970859059766167,104,66.34142491481273,5,199,2,21.50616043950513,2024-01-01
494,48477,Washington County,TX,0.3085294822964519,Moderate,0.40025960645570524,0.00024530015985281257,75,63.34572786459329,8,195,1,2.4365797136302194,2024-01-01
495,38053,McKenzie County,ND,0.30836993246871613,Moderate,0.3982450793668505,0.010973775707100019,116,65.3665192952823,4,182,18,107.25727067323535,2023-09-25
496,53013,Columbia County,WA,0.3083221942505991,Moderate,0.37760787893032677,0.12772059185454565,101,59.68091940680607,5,182,44,1247.9115865652286,2024-01-01
497,48219,Hockley County,TX,0.3078894998365359,Moderate,0.39923047508816945,0.0033177356831319746,104,66.0757645246314,5,180,2,32.45527277590718,2023-10-09
498,48001,Anderson County,TX,0.3077780958657938,Moderate,0.398703551436807,0.0058234577568416065,83,58.038034658974325,8,167,25,56.93699135393679,2024-01-01
499,48303,Lubbock County,TX,0.30769634769125104,Moderate,0.39965298036963526,9.045294113555413e-05,104,66.23530633125917,5,181,2,0.9236720887178562,2023-10-09
500,48149,Fayette County,TX,0.3073124927234427,Moderate,0.39905535675613696,0.0018219732280307756,64,62.63812912668687,9,197,3,17.841187730490585,2024-01-01
501,48381,Randall County,TX,0.30710715621309154,Moderate,0.39904915482475023,0.000971667245513103,96,70.72740914697658,5,203,8,9.533422081767272,2024-01-01
502,38075,Renville County,ND,0.3064653385958181,Moderate,0.3979059474879051,0.004682666880757688,107,63.805568655092294,5,192,2,45.791093938696655,2024-01-01
503,38101,Ward County,ND,0.3063182050070181,Moderate,0.39831152933090397,0.0017497320063377527,107,63.95872001865152,5,193,11,17.135367528889656,2024-01-01
504,38049,McHenry County,ND,0.30521630626168766,Moderate,0.39723768468186915,0.0030836842492536344,104,65.32326888588199,5,197,3,30.168514241465733,2024-01-01
505,16005,Bannock County,ID,0.305206533779837,Moderate,0.39725259871654134,0.002957024285640452,131,56.14153816531996,4,152,24,28.93100525480837,2023-04-03
506,48009,Archer County,TX,0.3051811575240177,Moderate,0.39461469218610806,0.017796824967733306,86,61.46702048642139,7,170,5,173.92067823765066,2024-01-01
507,48119,Delta County,TX,0.304850928496664,Moderate,0.39736670803380636,0.0007769152565635759,74,49.357320873473,10,144,1,7.630631889670987,2024-01-01
508,8123,Weld County,CO,0.30427837796194945,Moderate,0.3967600187890149,0.0017461175135733604,98,61.93996425580856,6,189,43,17.10005276050867,2024-01-01
