probability_rank,fips,county_name,state,probability_score,probability_tier,drought_score,fire_frequency_score,max_consecutive_weeks,recent_intensity,episode_frequency,total_drought_weeks,fire_count,fires_per_100k,last_drought_end
509,48189,Hale County,TX,0.30304452920260727,Moderate,0.3958237260120757,0.0017315569281157836,95,70.09947222238472,5,199,2,16.95779111096507,2024-01-01
510,30095,Stillwater County,MT,0.30154031303516093,Moderate,0.38944819959287996,0.03137569113922749,124,57.32462532679616,4,164,21,306.5906114705452,2024-01-01
511,48153,Floyd County,TX,0.30140106917536563,Moderate,0.39362809283016564,0.007087452447047314,95,69.27038132127578,5,199,1,69.28663005266415,2023-12-18
512,40067,Jefferson County,OK,0.30120811779319334,Moderate,0.3886688195186865,0.0343600071453443,87,65.37480948900038,6,188,10,335.74834822683937,2024-01-01
513,20019,Chautauqua County,KS,0.300501784424777,Moderate,0.3933791098101276,0.00462056034587355,120,67.91204716042179,3,152,3,45.184292919204886,2024-01-01
514,48145,Falls County,TX,0.3001311960411263,Moderate,0.393791918670837,0.0006830868249081086,78,59.13342830162603,8,171,1,6.7138976346998085,2024-01-01
515,20115,Marion County,KS,0.2995286249768534,Moderate,0.3931231498141311,0.0018746445969825172,76,60.060923344379034,8,167,1,18.355804114057445,2024-01-01
516,20093,Kearny County,KS,0.29947040442386913,Moderate,0.39316665409732743,0.0013770434541191484,107,75.50200524982694,3,209,1,13.494079315643674,2024-01-01
517,48277,Lamar County,TX,0.29892751419274755,Moderate,0.3926128224983432,0.00217459845129218,80,50.76514447892083,9,147,9,21.286450702780208,2024-01-01
518,48437,Swisher County,TX,0.2989159588265759,Moderate,0.3924219602093366,0.0032064012878972215,93,69.99496295795946,5,208,1,31.367499570414722,2024-01-01
519,48321,Matagorda County,TX,0.29863113617657333,Moderate,0.3921879816746128,0.0033041632057356483,51,54.22909307127583,11,179,6,32.322665263082904,2024-01-01
520,8115,Sedgwick County,CO,0.29838597235615927,Moderate,0.3923321824992363,0.0014297692528543599,99,66.42097749211923,5,187,1,14.009227495875116,2024-01-01
521,8101,Pueblo County,CO,0.29824696644750337,Moderate,0.3920262497991781,0.002564092674760387,94,69.25552503777513,5,213,27,25.09193578301493,2024-01-01
522,30081,Ravalli County,MT,0.2976729085138434,Moderate,0.3797527871707616,0.06964333690392986,73,63.52521433439156,7,169,382,680.4779408295374,2024-01-01
523,48391,Refugio County,TX,0.29732391584606166,Moderate,0.3898579679944522,0.010871537814829557,58,55.96217846160957,10,187,2,106.25837325646366,2024-01-01
524,48497,Wise County,TX,0.2970728565664552,Moderate,0.39050161391091864,0.006141325976386231,74,60.25103593017921,8,169,35,60.04266711001532,2024-01-01
525,27077,Lake of the Woods County,MN,0.2964971978960392,Moderate,0.38701360173824517,0.023425813864504298,94,60.61968562859562,6,176,11,228.9177281880396,2024-01-01
526,48339,Montgomery County,TX,0.2959728254893434,Moderate,0.3905826423406662,0.0009385734539820634,39,47.21703509577143,13,159,21,9.210084988861581,2024-01-01
527,48291,Liberty County,TX,0.29592999117034785,Moderate,0.3903156630080331,0.002266856481807497,56,50.572018154797206,11,156,19,22.187841628508625,2024-01-01
528,30079,Prairie County,MT,0.29583329988618007,Moderate,0.35206009442460084,0.21864728495853658,114,55.84969871386329,3,157,19,2136.294913335063,2023-08-14
529,56043,Washakie County,WY,0.29525542615307154,Moderate,0.37469627152217966,0.0878743413880776,134,52.597041461731266,3,160,66,858.6007765017836,2022-11-28
530,40085,Love County,OK,0.29357844783348497,Moderate,0.3846500440242863,0.024234040999481933,76,56.8614021436734,8,158,16,236.8143698280903,2024-01-01
531,8027,Custer County,CO,0.29305793918818085,Moderate,0.3861873570509298,0.013277425334514219,96,72.61369652439681,4,222,13,129.76467581304124,2024-01-01
532,27047,Freeborn County,MN,0.2925543900769706,Moderate,0.3880740816055355,0.00041379942846770014,108,66.2459715556441,4,175,1,4.082872300551623,2024-01-01
533,48123,DeWitt County,TX,0.2918125273667988,Moderate,0.38720534499549586,0.002137936597991546,69,61.95640553853569,8,198,2,20.928252487394595,2024-01-01
534,48375,Potter County,TX,0.29152914773042826,Moderate,0.3871368622969511,0.0013040428831990417,95,66.81923410031462,5,190,13,12.780840025439517,2024-01-01
535,48395,Robertson County,TX,0.2913477870625766,Moderate,0.38702763882813357,0.0011409569438252576,79,62.73217937017351,7,190,1,11.187437423581265,2024-01-01
536,53051,Pend Oreille County,WA,0.29120409527736835,Moderate,0.37139902148351034,0.08908995896153131,69,69.47383169948924,6,209,176,870.4777550558103,2024-01-01
537,8121,Washington County,CO,0.2904229824201019,Moderate,0.3840927788716242,0.013785098282199702,96,65.07974663282455,5,194,4,134.72480541612785,2024-01-01
538,27007,Beltrami County,MN,0.29011270916032816,Moderate,0.3831924512760653,0.017549365659087723,102,67.94270848777334,4,186,97,171.50292041153793,2024-01-01
539,31137,Phelps County,NE,0.2899857420663915,Moderate,0.3851265865598987,0.006040957647568165,107,65.72298492933542,4,157,1,59.06203593545204,2024-01-01
540,8055,Huerfano County,CO,0.2896472763667958,Moderate,0.3832805380714916,0.01504312977364216,91,74.46612594266266,4,222,13,147.01618172595005,2024-01-01
541,48089,Colorado County,TX,0.2884759366987442,Moderate,0.38478920638466324,0.001442330163870108,75,64.24698347666336,7,200,4,14.131951676580425,2024-01-01
542,20173,Sedgwick County,KS,0.28755486750593584,Moderate,0.3843337585919984,5.1551569722900856e-05,76,56.741969910537314,8,155,1,0.5435930539292814,2024-01-01
543,8075,Logan County,CO,0.2875472843526694,Moderate,0.3824547121538817,0.010667558614450396,98,63.28116966213957,5,186,23,104.265430211483,2024-01-01
544,30063,Missoula County,MT,0.2875152230284771,Moderate,0.38042076349600357,0.022055854129645242,72,64.36746232081903,7,176,361,215.53277658309236,2024-01-01
545,19171,Tama County,IA,0.2870351376123253,Moderate,0.38380045030393767,0.0008326714041670096,107,65.22222391310251,4,161,2,8.175387562674059,2024-01-01
546,56003,Big Horn County,WY,0.2869988734341883,Moderate,0.3787792425438689,0.029131880714304875,126,52.11590267956689,4,165,54,284.6678547762726,2023-03-27
547,48331,Milam County,TX,0.28681339714201326,Moderate,0.3830901604333795,0.0039017511318281614,60,58.96958333313205,9,181,5,38.161293411721154,2024-01-01
548,8041,El Paso County,CO,0.28658699042984104,Moderate,0.38335585917778836,0.0014197031737244634,94,65.98150730453919,5,208,100,13.910878633075077,2024-01-01
549,8095,Phillips County,CO,0.28637722536185,Moderate,0.38328238950659865,0.0009315120356785698,99,63.00369400007964,5,180,1,9.14109263832051,2024-01-01
550,19033,Cerro Gordo County,IA,0.28594655729736457,Moderate,0.38300150703028557,0.0006661672471635194,94,65.84770073625471,5,181,1,6.548587864255521,2024-01-01
551,48469,Victoria County,TX,0.2857660590844281,Moderate,0.3827308568138943,0.001421618737967212,64,63.21686892068443,8,205,4,13.929594317947373,2024-01-01
552,53003,Asotin County,WA,0.28496800869812994,Moderate,0.3781972235398501,0.023672727078973853,63,55.35192391601395,9,161,40,231.33015049666824,2024-01-01
553,40083,Logan County,OK,0.28494310691158015,Moderate,0.3816821203730908,0.0038161551436227325,100,55.06638556570853,6,138,10,37.324992803349495,2023-11-27
554,48349,Navarro County,TX,0.2847737756900681,Moderate,0.38216301054680796,0.0003607211977713036,84,57.94518134298265,7,166,1,3.564280745581151,2023-12-25
555,6059,Orange County,CA,0.28400024353627285,Moderate,0.3816016270125138,0.00020649870463391112,121,56.1317310155315,4,172,83,2.057476892509746,2023-03-20
556,16061,Lewis County,ID,0.283391816384025,Moderate,0.3694335755880623,0.06654016210528285,71,60.808615126012,7,164,32,650.1589150620717,2024-01-01
557,48161,Freestone County,TX,0.2815425730631397,Moderate,0.37961562673576976,0.0008633465422850507,82,58.16329442787641,7,168,2,8.47509362609883,2024-01-01
558,40019,Carter County,OK,0.2805945651151879,Moderate,0.37762372393460164,0.008063616539375262,77,60.36120445052131,7,174,38,78.8240703159293,2024-01-01
559,19011,Benton County,IA,0.2805406684780854,Moderate,0.3789712870986676,0.00019445454363221449,106,63.9887024110633,4,159,1,1.9398015272943678,2024-01-01
560,19103,Johnson County,IA,0.28038769791478824,Moderate,0.37882839075929986,0.0003446193765091425,106,63.934743463936925,4,159,5,3.4069607215968625,2024-01-01
561,48121,Denton County,TX,0.27924339240440266,Moderate,0.3780037474788343,8.346083834141994e-05,77,60.50470476984897,7,167,5,0.8553569732185449,2024-01-01
562,38027,Eddy County,ND,0.27894662798249326,Moderate,0.3769521322525431,0.004763340232865515,81,57.74754897652541,7,174,2,46.57929879340592,2024-01-01
563,16009,Benewah County,ID,0.2784594661884202,Moderate,0.37091566205379595,0.03687176106490336,68,63.13830664483618,7,184,77,360.2889998981044,2024-01-01
564,27089,Marshall County,MN,0.27809361717867964,Moderate,0.3722409743180314,0.027783494581990607,81,62.711591502056734,6,174,16,271.4936842758051,2024-01-01
565,38005,Benson County,ND,0.2773638306331228,Moderate,0.3527081982851056,0.13533031768509685,77,57.69589541898571,6,175,83,1322.261079748927,2024-01-01
566,38079,Rolette County,ND,0.27731593628439133,Moderate,0.37101127234045705,0.031398796192482786,93,61.91009402592336,5,187,45,306.8163553459181,2024-01-01
567,48287,Lee County,TX,0.2773075249275329,Moderate,0.3762638646706783,0.0015956619316995642,64,60.7748743344944,8,187,2,15.630052854064612,2024-01-01
568,30109,Wibaux County,MT,0.27722147591063484,Moderate,0.3520445861731223,0.13847719830686026,114,55.84384265817104,3,159,17,1353.0071256049264,2023-06-26
569,38055,McLean County,ND,0.27718780519009095,Moderate,0.3753686844762053,0.006152464145840998,108,54.705280685086045,5,170,9,60.15149064352968,2023-09-25
570,8061,Kiowa County,CO,0.2767767295701329,Moderate,0.37329678732635985,0.01612143002775436,95,68.33611518105127,4,205,1,157.55152546609216,2024-01-01
571,53063,Spokane County,WA,0.27589633492754134,Moderate,0.3745066807490781,0.00546842589613697,71,69.46728368169885,6,207,466,53.468214752093935,2024-01-01
572,8001,Adams County,CO,0.2753373379544431,Moderate,0.3749502939284506,0.0005439256405697925,90,58.42452814502475,6,185,41,5.354247660865259,2024-01-01
573,46079,Lake County,SD,0.27515600229272746,Moderate,0.37462936159326526,0.0015807186891306224,105,69.68218453221888,3,177,3,15.48405252024688,2024-01-01
574,48167,Galveston County,TX,0.27468650801788097,Moderate,0.3745492538131514,1.01410435200199e-05,51,47.56855027316014,11,144,1,0.13899876180726778,2024-01-01
575,56017,Hot Springs County,WY,0.2743869465061371,Moderate,0.3548454288181449,0.11038153027050579,134,51.8442024100084,2,155,23,1078.503322751219,2022-11-28
576,16017,Bonner County,ID,0.2739686518443182,Moderate,0.3700877891380129,0.022198077903548954,70,68.38868443559076,6,208,187,216.92234905178248,2024-01-01
577,48223,Hopkins County,TX,0.2738533894469139,Moderate,0.37378355510600925,0.0007568402926874251,74,47.19512780390578,9,144,4,7.434492971777179,2023-11-13
578,30021,Dawson County,MT,0.27251153460603555,Moderate,0.3649306842318537,0.045140419669729225,114,60.709749558884745,3,167,21,441.07648032344053,2023-10-23
579,48293,Limestone County,TX,0.27240353684533125,Moderate,0.37178149168836416,0.005850635029839049,79,56.97509664128391,7,165,6,57.202522138943856,2024-01-01
580,48427,Starr County,TX,0.27198105900621455,Moderate,0.3722890495442892,0.001152453446620341,51,60.20111328955164,9,209,5,11.299761990225676,2023-12-04
581,38007,Billings County,ND,0.2712057063415359,Moderate,0.3471956515406661,0.14001527767029706,111,55.78288348429991,3,158,12,1368.0346605903162,2023-08-07
582,16057,Latah County,ID,0.27072149669971785,Moderate,0.36890975371669404,0.014871705394091016,68,62.380857557050476,7,176,65,145.3413098550361,2024-01-01
583,8089,Otero County,CO,0.27071910954310663,Moderate,0.370044415570356,0.008431191594812367,94,67.69800435794693,4,211,5,82.41539800463515,2024-01-01
584,30087,Rosebud County,MT,0.270384962665698,Moderate,0.32951728330826047,0.2366607971084823,114,54.08034809950601,2,153,127,2312.2927782554934,2023-06-12
585,8073,Lincoln County,CO,0.2698881069808214,Moderate,0.3700901036124079,0.0045888216019799345,96,66.53522837740276,4,201,1,44.87419508186839,2024-01-01
586,48273,Kleberg County,TX,0.269211430358887,Moderate,0.36808071644054796,0.013058212836121663,36,53.97618367547267,11,182,10,127.62289849833365,2023-12-04
587,46005,Beadle County,SD,0.2685930702639603,Moderate,0.369075282719433,0.004755431233009422,90,62.94908917243108,5,164,5,46.50202529578139,2024-01-01
588,48025,Bee County,TX,0.26762255592893464,Moderate,0.36801641262867046,0.006571077769692281,51,58.58772703739084,9,194,12,64.2414817241781,2024-01-01
589,48157,Fort Bend County,TX,0.26617854544194114,Moderate,0.36807715124898743,0.0,61,52.710521501104,9,159,1,0.039917472565511286,2024-01-01
590,8003,Alamosa County,CO,0.2659968963000179,Moderate,0.36621871529493955,0.00974859780368572,88,63.05045173506102,5,206,12,95.28688459007192,2024-01-01
591,40081,Lincoln County,OK,0.26557018645955754,Moderate,0.36632392115624746,0.007312328051543744,56,48.25553822075559,10,132,23,71.48373775351759,2024-01-01
592,48185,Grimes County,TX,0.2651575541971026,Moderate,0.36609348575238,0.006838869699378141,57,54.321527905540314,9,176,8,66.85789586237132,2024-01-01
593,48077,Clay County,TX,0.26509522158962584,Moderate,0.36315209534425863,0.023239174590780908,87,62.48248246972084,5,173,9,227.09420185890477,2024-01-01
594,38019,Cavalier County,ND,0.265072634075728,Moderate,0.3669730666560219,0.001488021196973454,75,57.51944835667918,7,174,1,14.578367911530021,2024-01-01
595,30017,Custer County,MT,0.2650067957093305,Moderate,0.34951822432004465,0.10012210676464736,112,56.06989382407585,3,157,106,978.2654225951964,2023-08-14
596,48279,Lamb County,TX,0.2648800584896314,Moderate,0.3670207258514755,0.00038750758363604486,86,64.5333263553792,5,183,1,3.825992436332333,2024-01-01
597,8005,Arapahoe County,CO,0.2644367846108623,Moderate,0.36663982642100146,0.0006346080737247866,91,61.439424799816116,5,191,54,6.240244488591977,2024-01-01
598,48039,Brazoria County,TX,0.26423385069317545,Moderate,0.36650056810274523,0.0005487037951800542,51,51.27231219535984,10,161,16,5.40093178346532,2024-01-01
599,6111,Ventura County,CA,0.2641531955753902,Moderate,0.3662227327754732,0.0017754176346214492,120,50.91453588364722,4,140,166,17.38632446052189,2023-03-13
600,48021,Bastrop County,TX,0.2636195760504542,Moderate,0.3657256172921409,0.0022915350192838258,62,57.97556523320437,8,178,19,22.42895895582593,2024-01-01
601,6079,San Luis Obispo County,CA,0.2629586468323957,Moderate,0.36287886531121566,0.015574245918833165,119,50.24187545552296,4,139,429,152.2053589835715,2023-03-06
602,8039,Elbert County,CO,0.2625332840358304,Moderate,0.36469016414061056,0.0034752189604472044,95,65.08617660689899,4,198,9,33.993935549576,2024-01-01
603,46087,McCook County,SD,0.26221711767594896,Moderate,0.3648993320841168,0.0009264737230315089,105,72.75105586492556,2,182,1,9.091866687195427,2024-01-01
604,46099,Minnehaha County,SD,0.2620749922145178,Moderate,0.3648993320841168,0.0003135998056914869,105,72.75105586492556,2,182,6,3.1038894388169562,2024-01-01
605,6083,Santa Barbara County,CA,0.26024089190152755,Moderate,0.36287886531121566,0.003854733495943205,119,50.24187545552296,4,139,158,37.70191583668321,2023-03-06
606,8087,Morgan County,CO,0.2601778628171951,Moderate,0.3634400359072546,0.00040274039814155587,94,58.46111273328874,5,176,1,3.974821982030171,2024-01-01
607,38025,Dunn County,ND,0.2601089464382366,Moderate,0.3600594674354923,0.01926351210122675,110,54.48737226631877,4,163,7,188.2506879466063,2023-08-07
608,27135,Roseau County,MN,0.2598757750251353,Moderate,0.36088478922420253,0.013580864618425694,83,57.24336534411366,6,165,20,132.7293761811238,2024-01-01
609,30103,Treasure County,MT,0.25889621258667933,Moderate,0.3283761671931565,0.19358576510572564,114,53.64945235793297,2,152,8,1891.4357237977804,2023-06-12
610,48073,Cherokee County,TX,0.25742890280677794,Moderate,0.3600845762873465,0.007564324596058443,77,53.73826403982132,7,157,33,73.9458258478733,2024-01-01
611,48231,Hunt County,TX,0.256353990919248,Moderate,0.3604256001736774,0.0009964759888547825,61,49.82122677365258,9,156,8,9.775811562683003,2023-12-11
612,40037,Creek County,OK,0.2554063936015692,Moderate,0.35899088188085004,0.005040907329053775,56,45.486516422944305,10,129,15,49.29121948353323,2023-12-25
613,8011,Bent County,CO,0.2550898730456396,Moderate,0.3584574307450024,0.006699116717881642,90,65.68271073125472,4,201,1,65.49246383807159,2024-01-01
614,40125,Pottawatomie County,OK,0.2544897925910656,Moderate,0.35913856188827187,0.0002514227423933637,42,47.059460837331066,11,140,2,2.4963993338112482,2024-01-01
615,31025,Cass County,NE,0.2542931760883998,Moderate,0.3590011596448484,0.00018224191802925782,75,54.509184337212616,7,142,1,1.8204802082033857,2024-01-01
616,48455,Trinity County,TX,0.25417212424878394,Moderate,0.352210679053658,0.038142440868501326,68,49.332118014045946,8,152,28,372.70395432615726,2024-01-01
617,16055,Kootenai County,ID,0.252825360090469,Moderate,0.357018852590143,0.005086613937738332,68,64.63376426906649,6,194,129,49.73778789697057,2024-01-01
618,48261,Kenedy County,TX,0.25279257578452535,Moderate,0.336218032409354,0.12282516063563481,32,51.047621348414026,10,172,3,1200.081633404444,2023-12-04
619,48213,Henderson County,TX,0.2519221334078585,Moderate,0.35703233398800716,0.0011153164782516393,76,53.17572390535998,7,155,5,10.936921746296411,2024-01-01
620,48005,Angelina County,TX,0.2517713313901355,Moderate,0.3561009176431601,0.005743438749180265,68,50.801107207811604,8,154,28,56.155179657016255,2024-01-01
621,48215,Hidalgo County,TX,0.2503587173670933,Moderate,0.35597336585535205,0.00037480579422215384,46,50.24721613146461,10,177,15,3.701891827916529,2023-12-04
622,48387,Red River County,TX,0.2502369642249398,Moderate,0.353534308323029,0.013672116476587233,72,47.47187597457156,8,143,10,133.62093647612718,2024-01-01
623,27069,Kittson County,MN,0.24979146159074211,Low,0.345691860323769,0.056194801389882,73,50.663501018685004,7,152,11,549.0813804543783,2024-01-01
624,40143,Tulsa County,OK,0.24973089084363306,Low,0.35556130662624086,2.6627998421847584e-06,68,50.5973452188091,8,134,1,0.06593389196412303,2023-12-25
625,48423,Smith County,TX,0.24926595311753424,Low,0.35510376134294386,0.0005907025772681077,63,46.63162421371916,9,144,7,5.811273526664916,2024-01-01
626,48505,Zapata County,TX,0.24866699672100429,Low,0.3537570685871877,0.005639696739060219,56,63.739236111411586,7,218,2,55.14158652028102,2023-12-04
627,48177,Gonzales County,TX,0.24856762867850732,Low,0.35440384772295386,0.001545852184137477,71,61.876272539312524,6,191,1,15.143395440997091,2024-01-01
628,48297,Live Oak County,TX,0.24842313905193186,Low,0.3541241460186179,0.0025078755378377922,62,60.3377632693049,7,197,1,24.542676094623406,2024-01-01
629,19145,Page County,IA,0.24803129341299585,Low,0.35394704544143085,0.0018218005888929263,79,56.98366708609491,6,150,1,17.839500990036516,2024-01-01
630,48159,Franklin County,TX,0.2467092301905428,Low,0.3527016590884917,0.003178499414356265,63,38.981550456522776,10,126,3,31.094889202730094,2023-11-13
631,38085,Sioux County,ND,0.24653113809626148,Low,0.34667308671717806,0.036574934076057254,111,55.585558291748086,3,162,18,357.38890380064055,2023-06-26
632,38031,Foster County,ND,0.24647901769412658,Low,0.3527862858551227,0.001706189587069423,88,57.97824517519654,5,170,1,16.709943949028837,2024-01-01
633,48409,San Patricio County,TX,0.24646566435080627,Low,0.35263817052448426,0.002487988732491798,52,52.19074995928175,9,180,7,24.348375546687574,2024-01-01
634,48355,Nueces County,TX,0.24646412698430453,Low,0.3530352404024299,0.00023113239258350522,52,52.34068712803176,9,180,4,2.298156025382663,2024-01-01
635,40113,Osage County,OK,0.24642145865493045,Low,0.3440388034468196,0.05103066895751869,79,59.98524377624542,5,149,141,498.6261291576439,2024-01-01
636,31131,Otoe County,NE,0.24630732849426742,Low,0.3528478401247618,0.0006169978204497221,74,52.77564946258201,7,134,2,6.068186593867171,2024-01-01
637,38033,Golden Valley County,ND,0.24511735409974766,Low,0.34842004893924106,0.020578234447346154,112,55.655212891237106,3,159,2,201.09595232115478,2023-06-26
638,46063,Harding County,SD,0.24468777189290433,Low,0.3440867908786574,0.043282710139995184,115,58.99191152281435,2,164,5,422.92605478987724,2023-07-10
639,41027,Hood River County,OR,0.24462496475964254,Low,0.3471324812229229,0.02575170109751871,67,74.97663187548571,4,239,107,251.6424019578606,2024-01-01
640,38087,Slope County,ND,0.2436042587225832,Low,0.3496203219347669,0.007251415704764287,112,56.10844680464134,3,163,1,70.88860433970913,2023-06-26
641,40087,McClain County,OK,0.24255560702538173,Low,0.3498928556114927,0.0011849459041305983,45,55.28419296779496,9,160,7,11.617223854420788,2024-01-01
642,48201,Harris County,TX,0.24236423392252546,Low,0.3499549664505393,7.719017851411232e-06,54,49.99751969241969,9,157,5,0.11533478429364961,2024-01-01
643,38063,Nelson County,ND,0.24186145621408706,Low,0.34541537347319473,0.023565877361872614,75,56.12208716292476,6,163,4,230.2861940532699,2024-01-01
644,8119,Teller County,CO,0.2414512552776284,Low,0.34732898429200243,0.010952421165541902,87,56.50753296142005,5,187,38,107.0486298657516,2023-05-22
645,38057,Mercer County,ND,0.2396436422418685,Low,0.34700858105923554,0.004973376705302564,108,50.739268007465846,4,155,2,48.6314233539376,2023-08-07
646,15003,Honolulu County,HI,0.23918100917160073,Low,0.3474885378228496,0.00025845520018238157,53,63.1422246288534,7,216,16,2.565108730718831,2024-01-01
647,31185,York County,NE,0.2390609420173474,Low,0.3473781715921369,0.00036615549036195634,74,64.19628981336447,5,167,1,3.6173755493787927,2024-01-01
648,19099,Jasper County,IA,0.23852600152643907,Low,0.346476834518644,0.0031673328312892468,76,62.67590860400113,5,167,3,30.985788058994626,2024-01-01
649,38001,Adams County,ND,0.23807812820672997,Low,0.34097983253097885,0.03238796386325581,111,53.435734139713716,3,158,1,316.48084479446203,2023-05-29
650,41005,Clackamas County,OR,0.2377991374437279,Low,0.3459806139993792,0.0028450685173194816,67,74.54167641835647,4,238,168,27.837161032426863,2024-01-01
651,48041,Brazos County,TX,0.23751032461025487,Low,0.34625942081199645,1.9628186511137348e-05,62,57.3679720663592,7,182,1,0.23169123047926554,2024-01-01
652,38037,Grant County,ND,0.23745358229693903,Low,0.34097983253097885,0.02969479478265669,111,53.435734139713716,3,158,2,290.16770807189386,2023-05-29
653,19183,Washington County,IA,0.23701022300253471,Low,0.3458425763549611,0.00022537929655835225,76,55.693388727075856,6,144,1,2.241946408475047,2024-01-01
654,8035,Douglas County,CO,0.2358317071743246,Low,0.3447009808101762,0.0016128928537215068,87,55.51517513370252,5,184,91,15.798404559230638,2023-05-15
655,27043,Faribault County,MN,0.23562592433705504,Low,0.3447622346052279,0.0003783851969342563,90,67.25429936577726,3,168,1,3.736863755088562,2024-01-01
656,48007,Aransas County,TX,0.23505392638531514,Low,0.34332946537408304,0.006031431961896023,30,48.16997252991012,11,163,8,58.96896689226685,2024-01-01
657,38041,Hettinger County,ND,0.23412283479229046,Low,0.34097983253097885,0.015331933615564921,111,53.435734139713716,3,158,1,149.83788907186462,2023-05-29
658,30009,Carbon County,MT,0.23392841705042183,Low,0.33434407148439,0.05209895577204131,67,43.17553988079762,8,143,62,509.06363834039337,2024-01-01
659,16021,Boundary County,ID,0.23389411438712557,Low,0.3375262816203408,0.03391719517697841,68,64.0162118569445,5,193,85,331.42193146008776,2024-01-01
660,30025,Fallon County,MT,0.23377834630844327,Low,0.33759766584832557,0.03301343950305855,114,57.13157345747755,2,160,4,322.5919449646392,2023-07-10
661,38099,Walsh County,ND,0.23334081736707565,Low,0.3429990998473895,0.0005163651803217374,74,55.79969453805734,6,166,1,5.084973011951404,2024-01-01
662,38035,Grand Forks County,ND,0.2332798296921358,Low,0.3430315526931199,6.946102847259852e-05,75,55.22193492669592,6,156,1,0.7185742833302788,2024-01-01
663,38067,Pembina County,ND,0.232745620132143,Low,0.34226912285002387,0.002086591856507287,74,55.524048637129475,6,168,2,20.42659768510507,2024-01-01
664,48347,Nacogdoches County,TX,0.23257677149309086,Low,0.3418507759106235,0.003729287877643364,36,44.07152145358404,11,139,20,36.47627139818532,2024-01-01
665,19137,Montgomery County,IA,0.23080256852778763,Low,0.3409816045547851,0.0010042274880004837,79,58.83081788892064,5,156,2,9.851546227207049,2024-01-01
666,48131,Duval County,TX,0.22966118852840664,Low,0.338255691283432,0.011530334152990271,52,60.24583256455991,7,206,3,112.69502747295041,2023-11-13
667,20143,Ottawa County,KS,0.2293372832127933,Low,0.3387282498495158,0.007455561141878447,73,61.520015412183696,5,161,1,72.88317157158836,2024-01-01
668,48373,Polk County,TX,0.22845388109511802,Low,0.3383000189817827,0.006072970141858733,66,52.00237372110977,7,166,23,59.37480840308736,2024-01-01
669,20067,Grant County,KS,0.22816403182703282,Low,0.3368716393257748,0.012917823383155063,99,65.70763077254784,2,191,2,126.25124794103002,2023-07-24
670,20017,Chase County,KS,0.22813725406682525,Low,0.3295053736854494,0.05454757148963558,76,49.524313585352076,6,127,3,532.9874092696787,2024-01-01
671,20207,Woodson County,KS,0.2271150121913186,Low,0.3362978111310052,0.011646167687196734,76,52.08919925426106,6,132,1,113.8267587276234,2024-01-01
672,48175,Goliad County,TX,0.226546556539475,Low,0.3363735367714855,0.008765727926142003,61,60.968005420455576,6,201,2,85.6839266270508,2024-01-01
673,38043,Kidder County,ND,0.2260713822120936,Low,0.3367603240783241,0.004524724765406636,100,51.58954648938325,4,153,2,44.24794816837638,2023-09-25
674,27051,Grant County,MN,0.2256593212154013,Low,0.33473283531993386,0.014237775579718328,96,66.67004137731557,2,172,3,139.14760965319434,2024-01-01
675,40027,Cleveland County,OK,0.22541936583925648,Low,0.3368155034793566,0.001400391357641067,52,52.95898638336453,8,153,11,13.72219591700496,2024-01-01
676,48249,Jim Wells County,TX,0.22447028777850964,Low,0.33597301173285493,0.002082242009271986,52,52.640853897920714,8,182,7,20.384098264682756,2023-11-13
677,48199,Hardin County,TX,0.2243824896158757,Low,0.33589595281517387,0.0021403375400431105,41,45.6158742988283,10,140,9,20.95171047112123,2024-01-01
678,27173,Yellow Medicine County,MN,0.2237183220186667,Low,0.33424858022103343,0.008612104535247344,78,56.8783812458623,5,151,2,84.1829761974935,2024-01-01
679,19009,Audubon County,IA,0.22337706948916647,Low,0.33534614240999294,0.0009205810575705877,77,64.62586300195068,4,172,1,9.034293431564896,2024-01-01
680,46115,Spink County,SD,0.22058699637881912,Low,0.3332280670600294,0.000892521119735922,95,59.94882313201478,3,161,1,8.760138724387703,2023-10-16
681,53059,Skamania County,WA,0.21991218333149293,Low,0.31699866070911076,0.08995593972459931,63,59.21486746988694,5,204,128,878.9386684020504,2024-01-01
682,30065,Musselshell County,MT,0.2194605717419248,Low,0.32384272631971794,0.04922262889929875,100,53.45476328905444,3,153,27,480.9609904945943,2023-06-12
683,40147,Washington County,OK,0.21741694604107054,Low,0.33074040779806413,0.0013203837634579389,79,54.96364958529833,5,130,2,12.940495733473943,2024-01-01
684,48225,Houston County,TX,0.21693721354680084,Low,0.3227277892198802,0.044659832896978356,39,55.309521646423036,8,179,40,436.3809914476964,2024-01-01
685,31109,Lancaster County,NE,0.2167097979812046,Low,0.3304332267878852,1.183686571657078e-05,75,63.950729930336884,4,170,1,0.1555674955107909,2024-01-01
686,20035,Cowley County,KS,0.21492905613543897,Low,0.32905436403113997,0.0001470416149583569,77,62.250030714171544,4,161,1,1.4765618133084017,2024-01-01
687,38071,Ramsey County,ND,0.21486486235349514,Low,0.32816897758729646,0.004887781078999716,75,56.35271073015388,5,167,6,47.795126281471724,2024-01-01
688,27061,Itasca County,MN,0.21482755291103536,Low,0.327822880262697,0.006688256516514994,68,60.35211994864485,5,172,43,65.38635614306877,2024-01-01
689,48405,San Augustine County,TX,0.21463831112996318,Low,0.3154374711109469,0.07606131626215312,37,40.250623401453964,10,123,27,743.1836838711068,2024-01-01
