final_rank,fips,county_name,state,final_risk_score,final_risk_tier,risk_quadrant,probability_score,probability_tier,impact_score,impact_tier,infrastructure_vulnerability_score,infrastructure_tier,predicted_risk_score,predicted_risk_tier,risk_direction,risk_change,trajectory,predicted_gdp_impact_pct,prediction_ci_low,prediction_ci_high,confidence_flag,top_shap_driver,shap_breakdown,industry_source,top_industries,total_gdp_m,wui_housing_fraction,wui_data_available,predicted_gdp_loss_m,estimated_loss_m,total_loss_low_m,total_loss_high_m,estimated_wage_loss_m,is_rural,population_density,rural_industry_source,rural_gdp_data_quality,rural_training_coverage,rural_prediction_confidence
409,30021,Dawson County,MT,0.33182090978700607,Moderate,Low Probability / High Impact,0.27251187177747427,Moderate,0.5271735777752842,High,0.8427193093025708,Critical,0.33191166151724394,Moderate,→ Stable,9.07517302378702e-05,Resilient,-9.109582901000977,-9.939582901000977,-8.279582901000976,Medium,drought_weeks_before ↑ (+2.076),drought_weeks_before: +2.076  |  unemployment_rate: -1.430  |  private_well_proxy_pct: +0.544  |  fire_frequency: +0.383  |  gdp_per_capita: -0.213  |  industry_sensitivity: -0.118  |  wage_base_m: -0.066  |  water_vulnerability_score: -0.027,FOIA,Hotels (except Casino Hotels) and Motels | Office Supplies and Stationery | Sporting Goods Stores,611.525,0.7934732998630762,True,44.20231612425806,110.50579031064515,97.24509547336774,123.76648514792257,23.427227545856773,True,3.739071117733015,FOIA,surveyed,1,low
410,48053,Burnet County,TX,0.33145918054885476,Moderate,Low Probability / Low Impact,0.3421219559737587,Moderate,0.43105709761543703,Moderate,0.7431289391746845,Vulnerable,0.3311604889356869,Moderate,→ Stable,-0.0002986916131678674,At Risk,-11.2269287109375,-12.0569287109375,-10.3969287109375,Medium,fire_frequency ↓ (-0.873),fire_frequency: -0.873  |  drought_weeks_before: +0.787  |  gdp_per_capita: -0.680  |  water_vulnerability_score: -0.534  |  wage_base_m: +0.495  |  industry_sensitivity: -0.183  |  private_well_proxy_pct: +0.082  |  unemployment_rate: -0.061,FOIA,"Glass and Glazing Contractors | Car Washes | Plumbing, Heating, and Air-Conditioning Contractors",4896.9475,0.8678102065198839,True,477.10192254547025,1192.7548063636755,1049.6242296000346,1335.8853831273166,252.86401894909923,False,51.6005227181343,FOIA,surveyed,0,low
411,48027,Bell County,TX,0.33102529326685365,Moderate,Low Probability / Low Impact,0.3605852036008734,Moderate,0.4351346299902954,Moderate,0.522344008221116,Vulnerable,0.32823308142309027,Moderate,→ Stable,-0.0027922118437633814,At Risk,-12.134404182434082,-12.964404182434082,-11.304404182434082,Medium,fire_frequency ↓ (-1.271),fire_frequency: -1.271  |  gdp_per_capita: -0.821  |  drought_weeks_before: +0.416  |  wage_base_m: -0.268  |  unemployment_rate: +0.259  |  water_vulnerability_score: -0.228  |  industry_sensitivity: +0.084  |  private_well_proxy_pct: -0.046,FOIA,Hotels (except Casino Hotels) and Motels | Lessors of Miniwarehouses and Self-Storage Units | Limited-Service Restaurants,35519.479999999996,0.6001802180231574,True,2586.823113623962,6467.057784059905,5691.010849972717,7243.104718147093,1371.0162502207,False,361.67051453221626,FOIA,surveyed,0,low
412,48129,Donley County,TX,0.3299225649812296,Moderate,Low Probability / Low Impact,0.320777267933185,Moderate,0.46814960506786574,Moderate,0.6620680317073772,Vulnerable,0.33003380998238246,Moderate,→ Stable,0.00011124500115283764,At Risk,-11.027443885803223,-11.857443885803223,-10.197443885803223,Medium,gdp_per_capita ↓ (-1.190),gdp_per_capita: -1.190  |  private_well_proxy_pct: -0.585  |  wage_base_m: +0.481  |  drought_weeks_before: +0.382  |  industry_sensitivity: +0.324  |  water_vulnerability_score: -0.225  |  unemployment_rate: +0.119  |  fire_frequency: -0.074,FOIA,Tour Operators,285.28499999999997,0.7507723995880535,True,23.619031882727498,59.04757970681875,51.9618701420005,66.133289271637,12.518086897845574,True,3.528230264811437,FOIA,surveyed,0,low
413,6113,Yolo County,CA,0.3296452021165528,Moderate,Low Probability / Low Impact,0.4029587679127873,Moderate,0.39787110397652714,Moderate,0.4364155202898368,Moderate,0.32838641482859926,Moderate,→ Stable,-0.0012587872879535333,Resilient,-13.391586303710938,-14.221586303710938,-12.561586303710937,Medium,gdp_per_capita ↓ (-1.202),gdp_per_capita: -1.202  |  drought_weeks_before: -0.639  |  unemployment_rate: -0.573  |  fire_frequency: +0.292  |  industry_sensitivity: -0.150  |  wage_base_m: -0.119,FOIA,Hotels (except Casino Hotels) and Motels | Limited-Service Restaurants | Tire Dealers,23021.5925,0.0450316755624282,True,138.83069364447906,347.07673411119765,305.42752601785395,388.72594220454135,73.5802676315739,False,216.2783764467101,FOIA,surveyed,3,medium
414,46115,Spink County,SD,0.3294227232868639,Moderate,Low Probability / High Impact,0.22058694324271594,Low,0.6543647082709507,High,0.7985994559707164,Critical,0.3295287786738374,Moderate,→ Stable,0.00010605538697350259,At Risk,-11.189879417419434,-12.019879417419434,-10.359879417419434,Medium,drought_weeks_before ↑ (+1.995),drought_weeks_before: +1.995  |  unemployment_rate: -1.768  |  private_well_proxy_pct: +0.876  |  industry_sensitivity: -0.626  |  fire_frequency: -0.584  |  gdp_per_capita: -0.472  |  water_vulnerability_score: -0.360  |  wage_base_m: +0.009,FOIA,Hay Farming,514.225,0.0144150184378142,True,0.8294568453475242,2.0736421133688103,1.8248050597645533,2.3224791669730673,0.4396121280341878,True,4.16960703000135,FOIA,surveyed,0,low
415,32510,Carson City,NV,0.3291344151559175,Moderate,Low Probability / Low Impact,0.39439036449909043,Moderate,0.4243971984019741,Moderate,0.29275365950066756,Moderate,0.3289056990172649,Moderate,→ Stable,-0.0002287161386526071,Resilient,-8.11590576171875,-8.94590576171875,-7.28590576171875,Medium,drought_weeks_before ↑ (+1.491),drought_weeks_before: +1.491  |  fire_frequency: +0.439  |  private_well_proxy_pct: +0.363  |  unemployment_rate: +0.333  |  gdp_per_capita: -0.251  |  industry_sensitivity: -0.148  |  water_vulnerability_score: -0.146  |  wage_base_m: +0.062,FOIA,"Administration of Air and Water Resource and Solid Waste Programs | Beer, Wine, and Liquor Stores | Other Grocery and Related Products Merchant Wholesalers",4872.855,0.967187754437388,True,382.49985358883504,956.2496339720876,841.4996778954371,1070.9995900487381,202.72492240208257,False,404.63005244440757,FOIA,surveyed,1,low
416,41003,Benton County,OR,0.32890753932075556,Moderate,Low Probability / Low Impact,0.3762653960847765,Moderate,0.4022128093761683,Moderate,0.6241898175447014,Vulnerable,0.3285675268323423,Moderate,→ Stable,-0.00034001248841325493,At Risk,-9.702794075012207,-10.532794075012207,-8.872794075012207,Medium,drought_weeks_before ↑ (+2.191),drought_weeks_before: +2.191  |  water_vulnerability_score: -0.717  |  private_well_proxy_pct: +0.559  |  gdp_per_capita: -0.481  |  industry_sensitivity: -0.329  |  wage_base_m: -0.315  |  fire_frequency: -0.290  |  unemployment_rate: -0.061,FOIA,Roofing Contractors | Residential Remodelers | New Single-Family Housing Construction (except Operative Builders),7652.555,0.3007970112079701,True,223.34528604770577,558.3632151192644,491.3596293049527,625.3668009335761,118.37300160528406,False,141.5279439817064,FOIA,surveyed,0,low
417,48147,Fannin County,TX,0.32823050718561736,Moderate,Low Probability / Low Impact,0.34408240008396834,Moderate,0.44568296623712317,Moderate,0.5714235270890067,Vulnerable,0.3280842481639168,Moderate,→ Stable,-0.0001462590217005677,Resilient,-9.255443572998047,-10.085443572998047,-8.425443572998047,Medium,drought_weeks_before ↑ (+1.013),drought_weeks_before: +1.013  |  gdp_per_capita: -0.798  |  private_well_proxy_pct: +0.520  |  water_vulnerability_score: +0.192  |  fire_frequency: +0.158  |  industry_sensitivity: -0.098  |  wage_base_m: +0.074  |  unemployment_rate: -0.058,FOIA,Lessors of Residential Buildingsv and Dwellings | Snack and Nonalcoholic Beverage Bars | Hotels (except Casino Hotels) and Motels,3412.35,0.6370901639344262,True,201.2109943288494,503.02748582212354,442.66418752346874,563.3907841207783,106.6418269942902,True,41.26869734574865,FOIA,surveyed,1,low
418,20115,Marion County,KS,0.32723876692607146,Moderate,Low Probability / Low Impact,0.29952887127129774,Moderate,0.49782895212488154,Moderate,0.6582055376731089,Vulnerable,0.32731769950779804,Moderate,→ Stable,7.893258172658735e-05,At Risk,-11.615799903869629,-12.445799903869629,-10.785799903869629,Medium,drought_weeks_before ↑ (+1.673),drought_weeks_before: +1.673  |  unemployment_rate: -1.619  |  gdp_per_capita: -0.449  |  industry_sensitivity: -0.380  |  fire_frequency: -0.346  |  water_vulnerability_score: -0.292  |  wage_base_m: +0.174  |  private_well_proxy_pct: -0.119,FOIA,Hotels (except Casino Hotels) and Motels | Nursing Care Facilities | Clothing Accessories Stores,919.0925,0.2980074061012167,True,31.815254502942917,79.53813625735728,69.99355990647442,89.08271260824016,16.862084886559746,True,12.480157238332351,FOIA,surveyed,0,low
419,6087,Santa Cruz County,CA,0.32700332771719537,Moderate,Low Probability / Low Impact,0.3843735793806756,Moderate,0.4115324149270128,Moderate,0.4542990834209417,Moderate,0.32578137102789756,Moderate,→ Stable,-0.0012219566892978095,Resilient,-11.078566551208496,-11.908566551208496,-10.248566551208496,Medium,unemployment_rate ↑ (+1.225),unemployment_rate: +1.225  |  gdp_per_capita: -1.147  |  drought_weeks_before: -0.367  |  fire_frequency: +0.305  |  industry_sensitivity: -0.134  |  wage_base_m: +0.042,FOIA,Homes for the Elderly | Offices of Dentists | Full-Service Restaurants,27231.625,0.7215289858479477,True,2176.7618201825876,5441.904550456469,4788.8760044016935,6094.933096511245,1153.6837646967715,False,599.5704394009517,FOIA,surveyed,1,low
420,6099,Stanislaus County,CA,0.32631288801273095,Moderate,Low Probability / Low Impact,0.3838513583898669,Moderate,0.4221614405604216,Moderate,0.3684932957820692,Moderate,0.3232716579533808,Moderate,→ Stable,-0.003041230059350142,Resilient,-10.642282485961914,-11.472282485961914,-9.812282485961914,Medium,unemployment_rate ↑ (+1.224),unemployment_rate: +1.224  |  gdp_per_capita: -0.733  |  drought_weeks_before: -0.305  |  fire_frequency: +0.110  |  wage_base_m: +0.035  |  industry_sensitivity: +0.028,FOIA,Hotels (except Casino Hotels) and Motels | Veterinary Services | Gasoline Stations with Convenience Stores,57203.815,0.022387244730807,True,136.28888008459586,340.7222002114896,299.8355361861109,381.6088642368684,72.23310644483581,False,369.78444674664973,FOIA,surveyed,5,high
421,8123,Weld County,CO,0.326272035308861,Moderate,Low Probability / Low Impact,0.3042784683259082,Moderate,0.48968460932783286,Moderate,0.6504969239245938,Vulnerable,0.32373806023673724,Moderate,→ Stable,-0.002533975072123773,Resilient,-10.458852767944336,-11.288852767944336,-9.628852767944336,Medium,drought_weeks_before ↑ (+0.923),drought_weeks_before: +0.923  |  gdp_per_capita: -0.576  |  wage_base_m: -0.387  |  water_vulnerability_score: -0.378  |  industry_sensitivity: +0.307  |  fire_frequency: -0.299  |  private_well_proxy_pct: +0.165  |  unemployment_rate: +0.045,FOIA,Hotels (except Casino Hotels) and Motels | Offices of Dentists | All Other Specialty Trade Contractors,34037.915,0.0737983694836698,True,262.7203810383999,656.8009525959999,577.9848382844799,735.6170669075198,139.24180195035197,False,85.88401684534693,FOIA,surveyed,1,low
422,6073,San Diego County,CA,0.326006106394593,Moderate,High Probability / Low Impact,0.4356324999644048,Moderate,0.3785451802526315,Moderate,0.3095843066036219,Moderate,0.307610569581927,Moderate,↓ Decreasing,-0.01839553681266598,Resilient,-14.913763046264648,-15.743763046264649,-14.083763046264648,Medium,unemployment_rate ↓ (-1.167),unemployment_rate: -1.167  |  gdp_per_capita: -1.127  |  drought_weeks_before: -0.970  |  wage_base_m: -0.379  |  industry_sensitivity: -0.148  |  fire_frequency: -0.121,FOIA,Full-Service Restaurants | Hotels (except Casino Hotels) and Motels | Offices of Dentists,339340.7625,0.3723265269575622,True,18842.878564872808,47107.19641218202,41454.33284272018,52760.05998164386,9986.725639382588,False,781.0889071502876,FOIA,surveyed,48,high
423,40019,Carter County,OK,0.3257800188556997,Moderate,Low Probability / High Impact,0.2805944660853255,Moderate,0.53612868731023,High,0.6118170735519843,Vulnerable,0.32571777302137794,Moderate,→ Stable,-6.224583432173914e-05,At Risk,-8.375631332397461,-9.205631332397461,-7.545631332397461,Medium,drought_weeks_before ↑ (+0.790),drought_weeks_before: +0.790  |  fire_frequency: +0.637  |  gdp_per_capita: -0.471  |  wage_base_m: +0.416  |  unemployment_rate: +0.261  |  industry_sensitivity: +0.226  |  private_well_proxy_pct: +0.104  |  water_vulnerability_score: -0.080,FOIA,Hotels (except Casino Hotels) and Motels | Gasoline Stations with Convenience Stores | Convenience Stores,3170.14,0.7441677102175224,True,197.59084419527275,493.9771104881819,434.69985722960007,553.2543637467637,104.72314742349457,False,58.77239599611334,FOIA,surveyed,0,low
424,6097,Sonoma County,CA,0.32577910717921343,Moderate,Low Probability / Low Impact,0.39535712205936124,Moderate,0.39660175315496954,Moderate,0.4710004609532855,Moderate,0.32325348673319587,Moderate,→ Stable,-0.0025256204460175624,Resilient,-13.302013397216797,-14.132013397216797,-12.472013397216797,Medium,unemployment_rate ↓ (-1.308),unemployment_rate: -1.308  |  drought_weeks_before: -0.773  |  gdp_per_capita: -0.673  |  fire_frequency: +0.429  |  industry_sensitivity: +0.065  |  wage_base_m: -0.040,FOIA,Homes for the Elderly | Wineries | Car Washes,49917.2225,0.7430229264147072,True,4933.668980273449,12334.172450683622,10854.071756601588,13814.273144765657,2614.844559544928,False,308.33885067131666,FOIA,surveyed,18,high
425,48437,Swisher County,TX,0.32568057976636167,Moderate,Low Probability / Low Impact,0.2989163795368828,Moderate,0.5044614060143835,High,0.6025474579282981,Vulnerable,0.32576694696215647,Moderate,→ Stable,8.63671957948009e-05,Resilient,-11.680875778198242,-12.510875778198242,-10.850875778198242,Medium,industry_sensitivity ↓ (-0.959),industry_sensitivity: -0.959  |  gdp_per_capita: -0.766  |  drought_weeks_before: +0.487  |  unemployment_rate: +0.351  |  fire_frequency: -0.337  |  wage_base_m: -0.292  |  water_vulnerability_score: +0.288  |  private_well_proxy_pct: -0.195,FOIA,Offices of Certified Public Accountants | Electronic Shopping and Mail-Order Houses,623.1975,0.587013843111404,True,42.7316291692082,106.8290729230205,94.00958417225804,119.64856167378295,22.647763459680345,True,7.81455019322369,FOIA,surveyed,1,low
426,4021,Pinal County,AZ,0.3236170623889986,Moderate,Low Probability / Low Impact,0.3573683587084217,Moderate,0.4425382186591859,Moderate,0.42070128361311343,Moderate,0.320559349509572,Moderate,→ Stable,-0.003057712879426633,Resilient,-8.473984718322754,-9.303984718322754,-7.643984718322754,Medium,fire_frequency ↑ (+0.720),fire_frequency: +0.720  |  gdp_per_capita: -0.478  |  water_vulnerability_score: +0.444  |  private_well_proxy_pct: +0.293  |  drought_weeks_before: +0.245  |  industry_sensitivity: +0.245  |  unemployment_rate: +0.187  |  wage_base_m: +0.130,FOIA,Landscaping Services | Hotels (except Casino Hotels) and Motels | Vocational Rehabilitation Services,37105.3525,0.7445423940582376,True,2341.066064662316,5852.66516165579,5150.345342257096,6554.984981054485,1240.7650142710274,False,84.11832959389535,FOIA,surveyed,27,high
427,48149,Fayette County,TX,0.32355437726445624,Moderate,Low Probability / Low Impact,0.3073125384525981,Moderate,0.4908832520671614,Moderate,0.5785361109272902,Vulnerable,0.32350548317542327,Moderate,→ Stable,-4.889408903296921e-05,At Risk,-10.758063316345215,-11.588063316345215,-9.928063316345215,Medium,gdp_per_capita ↓ (-0.946),gdp_per_capita: -0.946  |  drought_weeks_before: +0.562  |  industry_sensitivity: -0.514  |  water_vulnerability_score: +0.225  |  private_well_proxy_pct: +0.163  |  wage_base_m: +0.114  |  unemployment_rate: -0.110  |  fire_frequency: +0.006,FOIA,Hotels (except Casino Hotels) and Motels | All Other Plastics Product Manufacturing | Gasoline Stations with Convenience Stores,2296.1375,0.0381039475689681,True,9.412434311855884,23.53108577963971,20.707355486082946,26.354816073196474,4.988590185283619,True,26.14771131468081,FOIA,surveyed,0,low
428,31141,Platte County,NE,0.32281145472492173,Moderate,Low Probability / Low Impact,0.33659038709630656,Moderate,0.4390058087872143,Moderate,0.6423170687209218,Vulnerable,0.32271271478449254,Moderate,→ Stable,-9.873994042919332e-05,At Risk,-12.186027526855469,-13.016027526855469,-11.356027526855469,Medium,unemployment_rate ↓ (-1.742),unemployment_rate: -1.742  |  fire_frequency: -1.041  |  drought_weeks_before: +0.743  |  private_well_proxy_pct: -0.379  |  wage_base_m: +0.189  |  industry_sensitivity: +0.179  |  water_vulnerability_score: +0.062  |  gdp_per_capita: +0.062,FOIA,Farm Machinery and Equipment Manufacturing | Offices of Dentists | All Other Miscellaneous Electrical Equipment and Component Manufacturi,3335.215,0.0203632751525471,True,8.276250359032622,20.690625897581555,18.20775078987177,23.17350100529134,4.3864126902872895,False,51.06662835237692,FOIA,surveyed,0,low
429,8043,Fremont County,CO,0.32278184707166035,Moderate,Low Probability / Low Impact,0.312711364698048,Moderate,0.4700405110091323,Moderate,0.6605200683501691,Vulnerable,0.32258878231296023,Moderate,→ Stable,-0.0001930647587001233,Resilient,-8.357818603515625,-9.187818603515625,-7.527818603515625,Medium,fire_frequency ↑ (+0.619),fire_frequency: +0.619  |  drought_weeks_before: +0.458  |  wage_base_m: +0.359  |  unemployment_rate: +0.332  |  private_well_proxy_pct: +0.142  |  water_vulnerability_score: -0.011  |  industry_sensitivity: +0.006  |  gdp_per_capita: -0.003,FOIA,Hotels (except Casino Hotels) and Motels | Limited-Service Restaurants | Lessors of Nonresidential Buildings (except Miniwarehouses),4757.7275,0.8732895321839649,True,347.25680059340783,868.1420014835196,763.9649613054972,972.3190416615419,184.04610431450615,True,32.2086795515815,FOIA,surveyed,4,medium
430,8101,Pueblo County,CO,0.3227341139949905,Moderate,Low Probability / Low Impact,0.29824692970497396,Moderate,0.49828545764123006,Moderate,0.6215394725188468,Vulnerable,0.32181642648492076,Moderate,→ Stable,-0.0009176875100697646,Resilient,-14.21635627746582,-15.04635627746582,-13.38635627746582,Medium,gdp_per_capita ↓ (-1.427),gdp_per_capita: -1.427  |  fire_frequency: -1.422  |  drought_weeks_before: +1.331  |  water_vulnerability_score: -1.062  |  industry_sensitivity: -0.747  |  wage_base_m: -0.597  |  private_well_proxy_pct: -0.241  |  unemployment_rate: +0.208,FOIA,"Hotels (except Casino Hotels) and Motels | Plumbing, Heating, and Air-Conditioning Contractors | Beer, Wine, and Liquor Stores",16037.5225,0.7565885441991637,True,1724.9850626627076,4312.4626566567695,3794.967137857957,4829.958175455581,914.2420832112351,False,70.81866980978309,FOIA,surveyed,5,high
431,48273,Kleberg County,TX,0.3222704498360287,Moderate,Low Probability / High Impact,0.26921088023796524,Moderate,0.5341498398809463,High,0.7328123989944629,Vulnerable,0.32221313648531036,Moderate,→ Stable,-5.7313350718346534e-05,Resilient,-10.152446746826172,-10.982446746826172,-9.322446746826172,Medium,gdp_per_capita ↓ (-0.952),gdp_per_capita: -0.952  |  fire_frequency: +0.491  |  unemployment_rate: +0.330  |  private_well_proxy_pct: +0.294  |  drought_weeks_before: +0.256  |  water_vulnerability_score: -0.231  |  wage_base_m: -0.068  |  industry_sensitivity: -0.014,FOIA,Hotels (except Casino Hotels) and Motels | Snack and Nonalcoholic Beverage Bars | Residential Property Managers,2739.2975,0.0577860625179237,True,16.070634518157465,40.17658629539366,35.355395939946426,44.9977766508409,8.517436294623456,True,34.833077273954785,FOIA,surveyed,2,medium
432,16075,Payette County,ID,0.32210106345130474,Moderate,Low Probability / Low Impact,0.33650025614953727,Moderate,0.45829040733932863,Moderate,0.4885827154181348,Moderate,0.322100586891934,Moderate,→ Stable,-4.7655937074342347e-07,Resilient,-8.843253135681152,-9.673253135681152,-8.013253135681152,Medium,drought_weeks_before ↑ (+0.738),drought_weeks_before: +0.738  |  unemployment_rate: +0.211  |  gdp_per_capita: +0.157  |  fire_frequency: +0.120  |  private_well_proxy_pct: +0.117  |  water_vulnerability_score: +0.085  |  wage_base_m: -0.078  |  industry_sensitivity: +0.066,FOIA,New Single-Family Housing Construction (except Operative Builders) | Sawmills | Horse and Other Equine Production,1785.8725,0.40272614622057,True,63.602228504390524,159.0055712609763,139.92490270965916,178.08623981229346,33.70918110732698,False,64.67351367558548,FOIA,surveyed,1,low
433,48309,McLennan County,TX,0.32206728299967874,Moderate,Low Probability / Low Impact,0.33724361254140467,Moderate,0.45032340067789184,Moderate,0.5399130713550075,Vulnerable,0.3203206839648254,Moderate,→ Stable,-0.0017465990348533578,At Risk,-11.567420959472656,-12.397420959472656,-10.737420959472656,Medium,fire_frequency ↓ (-1.026),fire_frequency: -1.026  |  gdp_per_capita: -1.011  |  private_well_proxy_pct: +0.451  |  drought_weeks_before: +0.400  |  wage_base_m: -0.254  |  unemployment_rate: +0.212  |  industry_sensitivity: -0.097  |  water_vulnerability_score: +0.016,FOIA,Hotels (except Casino Hotels) and Motels | Snack and Nonalcoholic Beverage Bars | Supermarkets and Other Grocery (except Convenience) Stores,24227.145,0.2387329068108149,True,669.0384309480717,1672.596077370179,1471.8845480857578,1873.3076066546005,354.590368402478,False,254.76410498799063,FOIA,surveyed,0,low
434,31019,Buffalo County,NE,0.32199234130146587,Moderate,Low Probability / Low Impact,0.3332611506550283,Moderate,0.44642263175208186,Moderate,0.6097387610666096,Vulnerable,0.32179476730456075,Moderate,→ Stable,-0.00019757399690512045,At Risk,-10.960434913635254,-11.790434913635254,-10.130434913635254,Medium,unemployment_rate ↓ (-1.504),unemployment_rate: -1.504  |  drought_weeks_before: +1.295  |  fire_frequency: -1.034  |  private_well_proxy_pct: +0.474  |  water_vulnerability_score: +0.199  |  industry_sensitivity: -0.176  |  wage_base_m: +0.171  |  gdp_per_capita: -0.126,FOIA,Limited-Service Restaurants | Testing Laboratories | Automotive Transmission Repair,4826.255,0.2836205661908627,True,150.02919246202225,375.07298115505563,330.06422341644895,420.0817388936623,79.5154720048718,False,52.017879790631284,FOIA,surveyed,0,low
435,6061,Placer County,CA,0.3214451387662976,Moderate,Low Probability / Low Impact,0.4051541241717705,Moderate,0.3878222316155529,Moderate,0.4198723883218356,Moderate,0.3187818285092722,Moderate,→ Stable,-0.0026633102570253753,Resilient,-13.732418060302734,-14.562418060302734,-12.902418060302734,Medium,gdp_per_capita ↓ (-1.035),gdp_per_capita: -1.035  |  drought_weeks_before: -1.030  |  unemployment_rate: -0.939  |  fire_frequency: +0.396  |  wage_base_m: -0.065  |  industry_sensitivity: -0.058,FOIA,Homes for the Elderly | Offices of Dentists | Full-Service Restaurants,43849.1075,0.649429088630509,True,3910.5650252253176,9776.412563063295,8603.243055495699,10949.58207063089,2072.5994633694186,False,293.7577287496695,FOIA,surveyed,15,high
436,40047,Garfield County,OK,0.3214038961072098,Moderate,Low Probability / Low Impact,0.3462381027124973,Moderate,0.4357003607943779,Moderate,0.5556736449896238,Vulnerable,0.3213113039099969,Moderate,→ Stable,-9.259219721291512e-05,At Risk,-10.248619079589844,-11.078619079589844,-9.418619079589844,Medium,gdp_per_capita ↓ (-0.696),gdp_per_capita: -0.696  |  drought_weeks_before: +0.656  |  private_well_proxy_pct: -0.353  |  unemployment_rate: -0.272  |  industry_sensitivity: +0.207  |  wage_base_m: +0.159  |  fire_frequency: +0.156  |  water_vulnerability_score: +0.155,FOIA,Hotels (except Casino Hotels) and Motels | Home Health Care Services | Offices of Other Holding Companies,4026.625,0.0467930762048409,True,19.310260568542535,48.275651421356336,42.48257325079358,54.068729591919094,10.234438101327545,False,58.86933199308081,FOIA,surveyed,0,low
437,48261,Kenedy County,TX,0.3213302836167537,Moderate,Low Probability / High Impact,0.2527874071560015,Moderate,0.5601383249668621,High,0.7780339653778766,Critical,0.3214592021443801,Moderate,→ Stable,0.00012891852762642042,Resilient,-10.414373397827148,-11.244373397827149,-9.584373397827148,Medium,drought_weeks_before ↑ (+1.573),drought_weeks_before: +1.573  |  gdp_per_capita: -1.187  |  fire_frequency: -0.293  |  wage_base_m: -0.119  |  water_vulnerability_score: -0.115  |  private_well_proxy_pct: -0.106  |  industry_sensitivity: +0.071  |  unemployment_rate: +0.021,BEA_CAGDP2,"Utilities (25%); Utilities (25%); Mining, quarrying, and oil and gas extraction (20%)",30.4675,0.4795918367346938,True,1.521744521471432,3.80436130367858,3.3478379472371507,4.260884660120009,0.806524596379859,True,0.24009949525628668,BEA_CAGDP2,surveyed,1,low
438,38101,Ward County,ND,0.32121987913887273,Moderate,Low Probability / Low Impact,0.3063181615032163,Moderate,0.48279975749105175,Moderate,0.6221202511371886,Vulnerable,0.320910758055986,Moderate,→ Stable,-0.0003091210828867208,At Risk,-10.159597396850586,-10.989597396850586,-9.329597396850586,Medium,unemployment_rate ↓ (-1.823),unemployment_rate: -1.823  |  drought_weeks_before: +1.618  |  water_vulnerability_score: +0.490  |  industry_sensitivity: -0.449  |  private_well_proxy_pct: +0.429  |  wage_base_m: +0.332  |  fire_frequency: -0.279  |  gdp_per_capita: -0.218,FOIA,"Hotels (except Casino Hotels) and Motels | Plumbing, Heating, and Air-Conditioning Contractors | Supermarkets and Other Grocery (except Convenience) Stores",6941.93,0.060604177026355,True,42.74243759832854,106.85609399582135,94.0333627163228,119.67882527531991,22.65349192711413,True,34.411741913177565,FOIA,surveyed,0,low
439,48277,Lamar County,TX,0.3211893186158246,Moderate,Low Probability / Low Impact,0.29892763522324617,Moderate,0.4848215911072037,Moderate,0.6929338264601389,Vulnerable,0.32097330462797,Moderate,→ Stable,-0.0002160139878545908,At Risk,-9.965813636779785,-10.795813636779785,-9.135813636779785,Medium,gdp_per_capita ↓ (-1.006),gdp_per_capita: -1.006  |  drought_weeks_before: +0.888  |  wage_base_m: +0.622  |  water_vulnerability_score: -0.430  |  private_well_proxy_pct: +0.405  |  fire_frequency: -0.352  |  unemployment_rate: +0.298  |  industry_sensitivity: -0.131,FOIA,Hotels (except Casino Hotels) and Motels | All Other Transportation Equipment Manufacturing | Gasoline Stations with Convenience Stores,4606.12,0.1568185832891715,True,71.98558456509238,179.96396141273095,158.36828604320326,201.55963678225865,38.15235981949896,False,55.58743170904554,FOIA,surveyed,0,low
440,38063,Nelson County,ND,0.32115059098713666,Moderate,Low Probability / High Impact,0.24186291459979944,Low,0.6030011280522238,High,0.6701863323536104,Vulnerable,0.32126117914132685,Moderate,→ Stable,0.0001105881541901832,At Risk,-8.936490058898926,-9.766490058898926,-8.106490058898926,Medium,drought_weeks_before ↑ (+1.562),drought_weeks_before: +1.562  |  unemployment_rate: -1.191  |  wage_base_m: +0.479  |  private_well_proxy_pct: +0.426  |  fire_frequency: +0.085  |  water_vulnerability_score: -0.049  |  industry_sensitivity: +0.032  |  gdp_per_capita: -0.021,FOIA,Mobile Food Services,305.4225,0.0100502512562814,True,0.27431207387075934,0.6857801846768983,0.6034865625156706,0.7680738068381261,0.14538539915150245,True,3.074713668053554,FOIA,surveyed,0,low
441,48477,Washington County,TX,0.32029958817892956,Moderate,Low Probability / Low Impact,0.3085294676925458,Moderate,0.49167053477619715,Moderate,0.5251447690025438,Vulnerable,0.3201680968784409,Moderate,→ Stable,-0.00013149130048867308,At Risk,-11.75079345703125,-12.58079345703125,-10.92079345703125,Medium,fire_frequency ↓ (-1.215),fire_frequency: -1.215  |  gdp_per_capita: -0.955  |  wage_base_m: +0.409  |  drought_weeks_before: +0.407  |  water_vulnerability_score: -0.187  |  industry_sensitivity: -0.178  |  unemployment_rate: +0.142  |  private_well_proxy_pct: +0.085,FOIA,Hotels (except Casino Hotels) and Motels | Gasoline Stations with Convenience Stores | Lessors of Nonresidential Buildings (except Miniwarehouses),3359.725,0.008552084570614,True,3.376314630495928,8.44078657623982,7.427892187091042,9.453680965388598,1.789446754162842,False,59.98801709384735,FOIA,surveyed,0,low
