final_rank,fips,county_name,state,final_risk_score,final_risk_tier,risk_quadrant,probability_score,probability_tier,impact_score,impact_tier,infrastructure_vulnerability_score,infrastructure_tier,predicted_risk_score,predicted_risk_tier,risk_direction,risk_change,trajectory,predicted_gdp_impact_pct,prediction_ci_low,prediction_ci_high,confidence_flag,top_shap_driver,shap_breakdown,industry_source,top_industries,total_gdp_m,wui_housing_fraction,wui_data_available,predicted_gdp_loss_m,estimated_loss_m,total_loss_low_m,total_loss_high_m,estimated_wage_loss_m,is_rural,population_density,rural_industry_source,rural_gdp_data_quality,rural_training_coverage,rural_prediction_confidence
1,49037,San Juan County,UT,1.0000000000000002,,High Probability / High Impact,0.7836321222811545,Critical,0.5519803152662612,High,0.8454698474862373,Critical,1.0,Critical,→ Stable,-2.220446049250313e-16,Resilient,-13.316160202026367,-14.146160202026367,-12.486160202026367,Medium,private_well_proxy_pct ↓ (-1.502),private_well_proxy_pct: -1.502  |  gdp_per_capita: -1.433  |  water_vulnerability_score: -0.621  |  drought_weeks_before: +0.360  |  wage_base_m: -0.228  |  unemployment_rate: +0.160  |  industry_sensitivity: +0.124  |  fire_frequency: +0.083,FOIA,RV (Recreational Vehicle) Parks and Campgrounds | Hotels (except Casino Hotels) and Motels | Pharmacies and Drug Stores,1251.49,0.5673164510839862,True,94.54352105203608,236.3588026300902,207.9957463144794,264.721858945701,50.108066157579124,True,1.848751847735713,FOIA,surveyed,1,low
2,49017,Garfield County,UT,0.9802495230900721,Critical,High Probability / High Impact,0.7162895875526436,High,0.5971505844587834,High,0.813220117392763,Critical,0.9803474056609967,Critical,→ Stable,9.788257092457897e-05,Resilient,-9.142008781433105,-9.972008781433106,-8.312008781433105,Medium,drought_weeks_before ↑ (+1.673),drought_weeks_before: +1.673  |  gdp_per_capita: -1.188  |  unemployment_rate: +0.417  |  wage_base_m: +0.149  |  private_well_proxy_pct: +0.054  |  water_vulnerability_score: -0.041  |  industry_sensitivity: +0.032  |  fire_frequency: +0.022,FOIA,RV (Recreational Vehicle) Parks and Campgrounds | All Other Traveler Accommodation | Commercial Gravure Printing,462.6825,0.8114824335904027,True,34.324469251761826,85.81117312940457,75.51383235387603,96.1085139049331,18.19196870343377,True,0.9995065214083988,FOIA,surveyed,1,low
3,35006,Cibola County,NM,0.9649305297475852,Critical,High Probability / High Impact,0.7761694035873761,Critical,0.553863620762514,High,0.737718789350536,Vulnerable,0.9649302720080231,Critical,→ Stable,-2.5773956213726024e-07,Resilient,-10.89367961883545,-11.72367961883545,-10.06367961883545,Medium,private_well_proxy_pct ↓ (-1.002),private_well_proxy_pct: -1.002  |  gdp_per_capita: -0.806  |  unemployment_rate: +0.533  |  fire_frequency: +0.361  |  drought_weeks_before: +0.276  |  industry_sensitivity: +0.149  |  water_vulnerability_score: -0.137  |  wage_base_m: -0.009,FOIA,"Hotels (except Casino Hotels) and Motels | Soil Preparation, Planting, and Cultivating | Pharmacies and Drug Stores",1854.3,0.8386341111811875,True,169.40534939270094,423.51337348175235,372.6917686639421,474.3349782995626,89.7848351781315,True,5.929227944415662,FOIA,surveyed,4,medium
4,35011,DeBaca County,NM,0.9606172503187972,Critical,High Probability / High Impact,0.6846990781726955,High,0.6221777242937794,High,0.7543091673497898,Critical,0.9607400306255368,Critical,→ Stable,0.0001227803067396227,At Risk,-9.58510971069336,-10.41510971069336,-8.75510971069336,Medium,industry_sensitivity ↑ (+1.087),industry_sensitivity: +1.087  |  wage_base_m: +0.838  |  private_well_proxy_pct: -0.459  |  water_vulnerability_score: -0.391  |  gdp_per_capita: -0.332  |  drought_weeks_before: +0.270  |  fire_frequency: -0.238  |  unemployment_rate: -0.102,FOIA,Hotels (except Casino Hotels) and Motels,115.9025,0.7457777777777778,True,8.285130058190324,20.71282514547581,18.227286128018715,23.198364162932908,4.3911189308408725,True,0.725838284676513,FOIA,surveyed,0,low
5,49031,Piute County,UT,0.9231183219579254,Critical,High Probability / High Impact,0.6218580442494376,High,0.6733054542699873,High,0.6738859730310552,Vulnerable,0.9232394069301703,Critical,→ Stable,0.00012108497224483372,At Risk,-9.207859992980957,-10.037859992980957,-8.377859992980957,Medium,drought_weeks_before ↑ (+1.341),drought_weeks_before: +1.341  |  gdp_per_capita: -1.212  |  private_well_proxy_pct: +0.634  |  unemployment_rate: +0.282  |  wage_base_m: +0.200  |  fire_frequency: -0.158  |  industry_sensitivity: -0.074  |  water_vulnerability_score: +0.038,FOIA,All Other Amusement and Recreation Industries | Other Motor Vehicle Parts Manufacturing,134.46,0.7169811320754716,True,8.876863486214404,22.19215871553601,19.52909966967169,24.85521776140033,4.7047376476936345,True,1.9546036058611729,FOIA,surveyed,0,low
6,35045,San Juan County,NM,0.9178269560628997,Critical,High Probability / High Impact,0.7702974816212005,Critical,0.5339976285111193,High,0.7164948516070434,Vulnerable,0.9173588664166366,Critical,→ Stable,-0.00046808964626310345,Resilient,-10.367921829223633,-11.197921829223633,-9.537921829223633,Medium,gdp_per_capita ↓ (-0.946),gdp_per_capita: -0.946  |  fire_frequency: +0.757  |  industry_sensitivity: +0.311  |  private_well_proxy_pct: -0.310  |  unemployment_rate: +0.146  |  drought_weeks_before: +0.144  |  wage_base_m: -0.112  |  water_vulnerability_score: -0.099,FOIA,Hotels (except Casino Hotels) and Motels | Support Activities for Oil and Gas Operations | Lessors of Miniwarehouses and Self-Storage Units,8383.835,0.8755026809651475,True,761.0127218081353,1902.5318045203385,1674.2279879778978,2130.835621062779,403.33674255831176,True,21.95173231794494,FOIA,surveyed,3,medium
7,49055,Wayne County,UT,0.9014792978515667,Critical,High Probability / High Impact,0.6965996530052441,High,0.561823703963235,High,0.8319596116734757,Critical,0.9015936412637028,Critical,→ Stable,0.00011434341213611976,At Risk,-10.148024559020996,-10.978024559020996,-9.318024559020996,Medium,gdp_per_capita ↓ (-1.538),gdp_per_capita: -1.538  |  drought_weeks_before: +1.381  |  water_vulnerability_score: -0.310  |  wage_base_m: +0.299  |  unemployment_rate: +0.290  |  fire_frequency: -0.102  |  private_well_proxy_pct: +0.096  |  industry_sensitivity: -0.005,FOIA,Hotels (except Casino Hotels) and Motels | Limited-Service Restaurants | Home Centers,227.3,0.7884386174016687,True,18.18648769092503,45.46621922731258,40.01027292003507,50.922165534590086,9.638838476190267,True,1.040269083586405,FOIA,surveyed,0,low
8,41037,Lake County,OR,0.8574525522502842,Critical,High Probability / High Impact,0.6853548142760498,High,0.5468817492975813,High,0.8068249019713267,Critical,0.8575460422038582,Critical,→ Stable,9.348995357405521e-05,Resilient,-11.236509323120117,-12.066509323120117,-10.406509323120117,Medium,gdp_per_capita ↓ (-0.829),gdp_per_capita: -0.829  |  water_vulnerability_score: -0.337  |  unemployment_rate: +0.328  |  drought_weeks_before: +0.190  |  fire_frequency: -0.179  |  private_well_proxy_pct: -0.088  |  industry_sensitivity: -0.044  |  wage_base_m: -0.018,FOIA,Painting and Wall Covering Contractors | Residential Remodelers | All Other Amusement and Recreation Industries,644.98,0.6221692491060786,True,45.09061996238354,112.72654990595885,99.1993639172438,126.25373589467391,23.89802858006328,True,1.0150136202619366,FOIA,surveyed,4,medium
9,48377,Presidio County,TX,0.84568138401623,Critical,High Probability / High Impact,0.631550842313544,High,0.5825624608732691,High,0.8242063727540356,Critical,0.8457790947146446,Critical,→ Stable,9.771069841457702e-05,Resilient,-11.126843452453613,-11.956843452453613,-10.296843452453613,Medium,gdp_per_capita ↓ (-1.197),gdp_per_capita: -1.197  |  drought_weeks_before: +1.115  |  water_vulnerability_score: -0.607  |  fire_frequency: +0.260  |  private_well_proxy_pct: -0.213  |  industry_sensitivity: -0.147  |  unemployment_rate: -0.105  |  wage_base_m: +0.026,FOIA,Full-Service Restaurants,520.715,0.9060738885410144,True,52.4971444911354,131.24286122783852,115.4937178804979,146.99200457517912,27.823486580301765,True,1.561350593943016,FOIA,surveyed,3,medium
10,35031,McKinley County,NM,0.8429389174411668,Critical,High Probability / Low Impact,0.7700736261448694,Critical,0.4920419608517526,Moderate,0.7058333677026958,Vulnerable,0.8427644514250421,Critical,→ Stable,-0.00017446601612469692,At Risk,-10.402400016784668,-11.232400016784668,-9.572400016784668,Medium,private_well_proxy_pct ↓ (-1.105),private_well_proxy_pct: -1.105  |  gdp_per_capita: -0.949  |  fire_frequency: +0.862  |  unemployment_rate: +0.478  |  wage_base_m: +0.328  |  drought_weeks_before: +0.256  |  industry_sensitivity: -0.031  |  water_vulnerability_score: +0.016,FOIA,"Hotels (except Casino Hotels) and Motels | Lessors of Miniwarehouses and Self-Storage Units | Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesaler",4789.67,0.8012930518418007,True,399.2367572751547,998.0918931878866,878.3208660053403,1117.862920370433,211.595481355832,True,13.06563269115901,FOIA,surveyed,0,low
11,41021,Gilliam County,OR,0.8259110845154227,Critical,High Probability / High Impact,0.6852554390330825,High,0.5544803151185107,High,0.6242001291314856,Vulnerable,0.8260332636420732,Critical,→ Stable,0.00012217912665046793,Resilient,-9.542896270751953,-10.372896270751953,-8.712896270751953,Medium,gdp_per_capita ↓ (-0.674),gdp_per_capita: -0.674  |  wage_base_m: +0.526  |  industry_sensitivity: +0.448  |  drought_weeks_before: +0.364  |  fire_frequency: -0.148  |  unemployment_rate: +0.107  |  private_well_proxy_pct: +0.067  |  water_vulnerability_score: +0.026,FOIA,Full-Service Restaurants,157.86,0.6885844748858447,True,10.373123017323115,25.93280754330779,22.820870638110854,29.04474444850472,5.497755199181252,True,1.671258324541533,FOIA,surveyed,3,medium
12,4005,Coconino County,AZ,0.8237544777714723,Critical,High Probability / High Impact,0.6986220308421455,High,0.525769777122242,High,0.7346572264434785,Vulnerable,0.8231645769646202,Critical,→ Stable,-0.0005899008068520617,Resilient,-14.339202880859375,-15.169202880859375,-13.509202880859375,Medium,private_well_proxy_pct ↓ (-2.104),private_well_proxy_pct: -2.104  |  gdp_per_capita: -0.909  |  wage_base_m: -0.439  |  fire_frequency: -0.352  |  water_vulnerability_score: -0.150  |  industry_sensitivity: -0.123  |  drought_weeks_before: -0.007  |  unemployment_rate: +0.004,FOIA,Hotels (except Casino Hotels) and Motels | Full-Service Restaurants | RV (Recreational Vehicle) Parks and Campgrounds,11056.2975,0.9283440412108585,True,1471.7826524534323,3679.4566311335807,3237.921835397551,4120.99142686961,780.0448058003192,True,7.761723912211812,FOIA,surveyed,65,high
13,35025,Lea County,NM,0.8157077091456737,Critical,High Probability / High Impact,0.5811655915184767,High,0.6381440731374463,High,0.6655003067201161,Vulnerable,0.8154885559447614,Critical,→ Stable,-0.00021915320091225876,At Risk,-10.112419128417969,-10.942419128417969,-9.282419128417969,Medium,gdp_per_capita ↓ (-0.979),gdp_per_capita: -0.979  |  drought_weeks_before: +0.548  |  water_vulnerability_score: +0.447  |  private_well_proxy_pct: +0.084  |  wage_base_m: +0.071  |  fire_frequency: +0.053  |  industry_sensitivity: -0.048  |  unemployment_rate: -0.030,FOIA,Support Activities for Oil and Gas Operations | Hotels (except Casino Hotels) and Motels | Rooming and Boarding Houses,5096.7825,0.8986404293381037,True,463.1664740102598,1157.9161850256494,1018.9662428225716,1296.8661272287272,245.4782312254377,True,16.75822123932496,FOIA,surveyed,0,low
14,35019,Guadalupe County,NM,0.8029670828610883,Critical,High Probability / High Impact,0.6557765204077984,High,0.5431565808630832,High,0.7533816211842701,Critical,0.8030779004093018,Critical,→ Stable,0.00011081754821351542,Resilient,-8.745841026306152,-9.575841026306152,-7.915841026306152,Medium,drought_weeks_before ↑ (+0.499),drought_weeks_before: +0.499  |  unemployment_rate: +0.319  |  wage_base_m: +0.307  |  fire_frequency: +0.281  |  industry_sensitivity: +0.252  |  gdp_per_capita: -0.188  |  private_well_proxy_pct: +0.138  |  water_vulnerability_score: -0.096,FOIA,Hotels (except Casino Hotels) and Motels | New Single-Family Housing Construction (except Operative Builders),300.495,0.782350251486054,True,20.560802218248618,51.40200554562155,45.233764880146964,57.570246211096126,10.897225175671768,True,1.4508022385842896,FOIA,surveyed,2,medium
15,30051,Liberty County,MT,0.7992569232156559,Critical,High Probability / High Impact,0.5207589814038824,High,0.6623865467280217,High,0.8538645028222156,Critical,0.7993786226826424,Critical,→ Stable,0.00012169946698648015,At Risk,-9.107039451599121,-9.937039451599121,-8.277039451599121,Medium,drought_weeks_before ↑ (+1.952),drought_weeks_before: +1.952  |  unemployment_rate: -1.142  |  gdp_per_capita: -0.782  |  wage_base_m: +0.572  |  private_well_proxy_pct: +0.399  |  fire_frequency: +0.196  |  water_vulnerability_score: -0.168  |  industry_sensitivity: +0.125,FOIA,All Other Miscellaneous Crop Farming,135.86,0.0246516613076098,True,0.3050106617102662,0.7625266542756655,0.6710234557625857,0.8540298527887453,0.16165565070644108,True,1.368682814121517,FOIA,surveyed,0,low
16,41049,Morrow County,OR,0.7872591791620868,Critical,High Probability / High Impact,0.6248730426115395,High,0.5721321452422341,High,0.669682885718685,Vulnerable,0.7873370470421941,Critical,→ Stable,7.786788010732959e-05,Resilient,-8.553775787353516,-9.383775787353516,-7.7237757873535156,Medium,drought_weeks_before ↑ (+1.394),drought_weeks_before: +1.394  |  gdp_per_capita: -0.549  |  private_well_proxy_pct: +0.379  |  fire_frequency: +0.171  |  unemployment_rate: +0.125  |  water_vulnerability_score: +0.115  |  industry_sensitivity: +0.109  |  wage_base_m: -0.037,FOIA,Hotels (except Casino Hotels) and Motels | Limited-Service Restaurants | Motor Vehicle Towing,955.0825,0.7960568157727369,True,65.03435164439499,162.5858791109875,143.075573617669,182.09618460430596,34.46820637152935,True,6.040100880115477,FOIA,surveyed,1,low
17,35047,San Miguel County,NM,0.7844433042187596,Critical,High Probability / High Impact,0.6704693804134407,High,0.5151737130035208,High,0.7801937888584504,Critical,0.7844456208575687,Critical,→ Stable,2.3166388091189205e-06,Resilient,-9.676568031311035,-10.506568031311035,-8.846568031311035,Medium,gdp_per_capita ↓ (-1.076),gdp_per_capita: -1.076  |  fire_frequency: +0.710  |  unemployment_rate: +0.658  |  industry_sensitivity: +0.296  |  drought_weeks_before: +0.225  |  water_vulnerability_score: -0.215  |  private_well_proxy_pct: -0.034  |  wage_base_m: +0.017,FOIA,Hotels (except Casino Hotels) and Motels | Offices of All Other Miscellaneous Health Practitioners | Automotive Parts and Accessories Stores,1846.795,0.8643689057421452,True,154.4682334395452,386.170583598863,339.83011356699944,432.51105363072656,81.86816372295895,True,5.719435393088871,FOIA,surveyed,2,medium
18,35039,Rio Arriba County,NM,0.7815664029953272,Critical,High Probability / Low Impact,0.7814164177040649,Critical,0.4398617735534228,Moderate,0.7847057659358333,Critical,0.7815010670820605,Critical,→ Stable,-6.533591326673971e-05,Resilient,-13.915141105651855,-14.745141105651856,-13.085141105651855,Medium,gdp_per_capita ↓ (-1.376),gdp_per_capita: -1.376  |  private_well_proxy_pct: -0.876  |  industry_sensitivity: -0.692  |  fire_frequency: -0.459  |  unemployment_rate: -0.280  |  drought_weeks_before: +0.067  |  wage_base_m: -0.030  |  water_vulnerability_score: -0.010,FOIA,Insurance Agencies and Brokerages | Bed-and-Breakfast Inns | Offices of Chiropractors,2768.1375,0.8924021488871834,True,343.744597124147,859.3614928103675,756.2381136731234,962.4848719476115,182.1846364757979,True,6.850479979607138,FOIA,surveyed,13,high
19,6093,Siskiyou County,CA,0.7806578606957297,Critical,High Probability / Low Impact,0.6865232613791921,High,0.5074907922605001,High,0.7315156251956288,Vulnerable,0.7805593560454174,Critical,→ Stable,-9.850465031235878e-05,Resilient,-11.834067344665527,-12.664067344665527,-11.004067344665527,Medium,gdp_per_capita ↓ (-1.222),gdp_per_capita: -1.222  |  unemployment_rate: +0.877  |  fire_frequency: -0.333  |  industry_sensitivity: -0.119  |  drought_weeks_before: -0.078  |  wage_base_m: +0.043,FOIA,Hotels (except Casino Hotels) and Motels | Car Washes | Limited-Service Restaurants,4432.68,0.8118103711457106,True,425.8483922219329,1064.6209805548324,936.8664628882525,1192.375498221412,225.69964787762444,True,6.972993264441889,FOIA,surveyed,59,high
20,16059,Lemhi County,ID,0.7759963418067427,Critical,High Probability / High Impact,0.6480729088632333,High,0.5206856955194259,High,0.8259720676257305,Critical,0.7760881494636626,Critical,→ Stable,9.180765691985115e-05,Resilient,-9.238909721374512,-10.068909721374512,-8.408909721374512,Medium,unemployment_rate ↑ (+0.395),unemployment_rate: +0.395  |  drought_weeks_before: +0.288  |  private_well_proxy_pct: +0.257  |  wage_base_m: +0.173  |  fire_frequency: -0.117  |  gdp_per_capita: -0.075  |  industry_sensitivity: +0.069  |  water_vulnerability_score: +0.031,FOIA,Hotels (except Casino Hotels) and Motels | Homes for the Elderly | Full-Service Restaurants,552.845,0.7782399299474606,True,39.75004451547013,99.37511128867533,87.45009793403429,111.30012464331635,21.06752359319917,True,1.7890766144538583,FOIA,surveyed,2,medium
21,41023,Grant County,OR,0.7713546385580853,Critical,High Probability / Low Impact,0.6913067342601207,High,0.49388335590261734,Moderate,0.761238386457943,Critical,0.7714555180053875,Critical,→ Stable,0.00010087944730219345,Resilient,-10.78681755065918,-11.61681755065918,-9.95681755065918,Medium,gdp_per_capita ↓ (-0.625),gdp_per_capita: -0.625  |  fire_frequency: -0.401  |  unemployment_rate: +0.372  |  drought_weeks_before: +0.229  |  water_vulnerability_score: -0.154  |  wage_base_m: +0.043  |  private_well_proxy_pct: +0.017  |  industry_sensitivity: -0.008,FOIA,"Residential Remodelers | Other Foundation, Structure, and Building Exterior Contractors | All Other Specialty Trade Contractors",560.1025,0.6996595330739299,True,42.27149426997221,105.67873567493052,92.99728739393886,118.36018395592218,22.40389196308527,True,1.5980857777919126,FOIA,surveyed,2,medium
22,35027,Lincoln County,NM,0.7709032983806268,Critical,High Probability / High Impact,0.6447025930459381,High,0.5262478783283647,High,0.782054126865412,Critical,0.770934600713422,Critical,→ Stable,3.1302332795246635e-05,Resilient,-12.841556549072266,-13.671556549072266,-12.011556549072266,Medium,gdp_per_capita ↓ (-1.408),gdp_per_capita: -1.408  |  fire_frequency: -0.461  |  wage_base_m: -0.447  |  drought_weeks_before: +0.413  |  unemployment_rate: -0.338  |  water_vulnerability_score: -0.174  |  industry_sensitivity: -0.120  |  private_well_proxy_pct: -0.047,FOIA,Hotels (except Casino Hotels) and Motels | Pet Care (except Veterinary) Services | Industrial Building Construction,1390.0974999999999,0.9319677712210622,True,166.3657127399839,415.91428184995976,366.00456802796464,465.8239956719549,88.17382775219147,True,4.195925785248333,FOIA,surveyed,11,high
23,49015,Emery County,UT,0.7698995737663427,Critical,High Probability / Low Impact,0.6711788244779712,High,0.5107020424154243,High,0.7402157879252919,Vulnerable,0.7699690244608538,Critical,→ Stable,6.945069451114172e-05,Resilient,-11.160106658935547,-11.990106658935547,-10.330106658935547,Medium,gdp_per_capita ↓ (-1.344),gdp_per_capita: -1.344  |  drought_weeks_before: +0.548  |  unemployment_rate: -0.299  |  fire_frequency: +0.250  |  private_well_proxy_pct: +0.178  |  industry_sensitivity: -0.112  |  wage_base_m: -0.063  |  water_vulnerability_score: -0.059,FOIA,"Full-Service Restaurants | Highway, Street, and Bridge Construction | Meat Processed from Carcasses",882.8425,0.8463996067829934,True,83.39250700101809,208.48126750254522,183.4635154022398,233.49901960285064,44.19802871053959,True,2.236078012205793,FOIA,surveyed,1,low
24,41001,Baker County,OR,0.7668951884993794,Critical,High Probability / High Impact,0.6463653760313038,High,0.5334932984601348,High,0.7047811820696388,Vulnerable,0.7669514323042702,Critical,→ Stable,5.6243804890776516e-05,Resilient,-11.07479190826416,-11.90479190826416,-10.24479190826416,Medium,gdp_per_capita ↓ (-0.719),gdp_per_capita: -0.719  |  unemployment_rate: +0.441  |  wage_base_m: -0.307  |  fire_frequency: -0.192  |  water_vulnerability_score: -0.114  |  drought_weeks_before: +0.108  |  private_well_proxy_pct: -0.076  |  industry_sensitivity: +0.043,FOIA,Hotels (except Casino Hotels) and Motels | Limited-Service Restaurants | Full-Service Restaurants,1312.4125000000001,0.7898710651643629,True,114.80535286336651,287.0133821584163,252.57177629940634,321.4549880174262,60.84683701758425,True,5.4838269120886896,FOIA,surveyed,1,low
25,49025,Kane County,UT,0.7653043155508964,Critical,High Probability / Low Impact,0.6853141961466906,High,0.48920358456355495,Moderate,0.7988942936566694,Critical,0.7653767456272729,Critical,→ Stable,7.243007637647292e-05,Resilient,-10.520763397216797,-11.350763397216797,-9.690763397216797,Medium,drought_weeks_before ↑ (+2.181),drought_weeks_before: +2.181  |  gdp_per_capita: -1.294  |  unemployment_rate: -1.283  |  private_well_proxy_pct: +0.359  |  fire_frequency: -0.334  |  water_vulnerability_score: +0.142  |  industry_sensitivity: -0.065  |  wage_base_m: +0.034,FOIA,Full-Service Restaurants | All Other Traveler Accommodation | Supermarkets and Other Grocery (except Convenience) Stores,734.6025,0.9007328447701533,True,69.61385032922946,174.03462582307367,153.15047072430482,194.91878092184248,36.89534067449162,True,2.002133125028166,FOIA,surveyed,2,medium
26,41025,Harney County,OR,0.7588206158298425,Critical,High Probability / Low Impact,0.6785939351502842,High,0.4914136127275201,Moderate,0.7873590933737855,Critical,0.7589205404698506,Critical,→ Stable,9.992464000807555e-05,Resilient,-11.592543601989746,-12.422543601989746,-10.762543601989746,Medium,gdp_per_capita ↓ (-0.538),gdp_per_capita: -0.538  |  industry_sensitivity: -0.482  |  drought_weeks_before: +0.409  |  private_well_proxy_pct: -0.273  |  fire_frequency: -0.258  |  water_vulnerability_score: -0.199  |  wage_base_m: +0.029  |  unemployment_rate: -0.021,FOIA,Funeral Homes and Funeral Services | Beef Cattle Ranching and Farming | Pesticide and Other Agricultural Chemical Manufacturing,578.5975,0.65755278830536,True,44.104805841530165,110.2620146038254,97.03057285136637,123.49345635628445,23.37554709601099,True,0.7419059645932019,FOIA,surveyed,4,medium
27,6105,Trinity County,CA,0.7572850405461559,Critical,High Probability / High Impact,0.6286082674068798,High,0.5238535428346641,High,0.8260607561572157,Critical,0.7573342698267211,Critical,→ Stable,4.92292805652772e-05,Resilient,-11.960397720336914,-12.790397720336914,-11.130397720336914,Medium,gdp_per_capita ↓ (-1.311),gdp_per_capita: -1.311  |  unemployment_rate: +0.610  |  industry_sensitivity: -0.449  |  wage_base_m: +0.363  |  fire_frequency: -0.140  |  drought_weeks_before: -0.032,FOIA,Hotels (except Casino Hotels) and Motels | RV (Recreational Vehicle) Parks and Campgrounds | Home Centers,1619.245,0.8361236710252964,True,161.9305179054323,404.8262947635808,356.2471393919511,453.40545013521046,85.82317448987912,True,5.018387880480664,FOIA,surveyed,7,high
28,16003,Adams County,ID,0.7570419018261322,Critical,High Probability / High Impact,0.6646931238259736,High,0.5163127456708323,High,0.6758456620510862,Vulnerable,0.7571473970842216,Critical,→ Stable,0.0001054952580894497,Resilient,-7.501341819763184,-8.331341819763184,-6.6713418197631835,Medium,drought_weeks_before ↑ (+1.152),drought_weeks_before: +1.152  |  private_well_proxy_pct: +0.652  |  unemployment_rate: +0.501  |  gdp_per_capita: +0.420  |  wage_base_m: +0.298  |  water_vulnerability_score: -0.189  |  fire_frequency: -0.161  |  industry_sensitivity: +0.085,FOIA,Snack and Nonalcoholic Beverage Bars | Residential Remodelers | Finish Carpentry Contractors,320.6075,0.7009841029523088,True,16.85857267499035,42.14643168747587,37.08885988497877,47.204003489972976,8.935043517744885,True,3.3905070791492546,FOIA,surveyed,8,high
29,35043,Sandoval County,NM,0.7559043302794851,Critical,High Probability / Low Impact,0.7698263466162454,Critical,0.44063796246937686,Moderate,0.7118737480115573,Vulnerable,0.7551720379837858,Critical,→ Stable,-0.0007322922956992661,Resilient,-10.186495780944824,-11.016495780944824,-9.356495780944824,Medium,gdp_per_capita ↓ (-1.043),gdp_per_capita: -1.043  |  fire_frequency: +0.533  |  unemployment_rate: +0.466  |  wage_base_m: +0.263  |  drought_weeks_before: +0.254  |  industry_sensitivity: -0.231  |  water_vulnerability_score: -0.124  |  private_well_proxy_pct: -0.045,FOIA,"Offices of Dentists | Motorcycle, ATV, and All Other Motor Vehicle Dealers | Offices of Physicians (except Mental Health Specialists)",10813.3825,0.8191389519307886,True,902.285448214682,2255.713620536705,1985.0279860723006,2526.3992550011094,478.21128755378146,True,40.919747053658114,FOIA,surveyed,4,medium
30,6049,Modoc County,CA,0.752397696049015,Critical,High Probability / High Impact,0.6730712609578451,High,0.5139603693125897,High,0.6263379997488185,Vulnerable,0.752481807643025,Critical,→ Stable,8.411159401000567e-05,Resilient,-9.263618469238281,-10.093618469238281,-8.433618469238281,Medium,unemployment_rate ↑ (+0.959),unemployment_rate: +0.959  |  wage_base_m: +0.534  |  gdp_per_capita: -0.518  |  industry_sensitivity: +0.410  |  drought_weeks_before: +0.195  |  fire_frequency: +0.159,FOIA,Hotels (except Casino Hotels) and Motels | Supermarkets and Other Grocery (except Convenience) Stores | Full-Service Restaurants,886.535,0.6717171717171717,True,55.16492050253935,137.91230125634837,121.36282510558658,154.4617774071102,29.23740786634586,True,2.1886752884138296,FOIA,surveyed,12,high
31,41031,Jefferson County,OR,0.7497120829303541,High,High Probability / High Impact,0.6498141309603623,High,0.5267276756698193,High,0.6509901721115051,Vulnerable,0.7497215754471465,High,→ Stable,9.492516792386496e-06,Resilient,-9.887822151184082,-10.717822151184082,-9.057822151184082,Medium,gdp_per_capita ↓ (-0.618),gdp_per_capita: -0.618  |  unemployment_rate: +0.549  |  drought_weeks_before: +0.309  |  water_vulnerability_score: +0.243  |  fire_frequency: -0.105  |  industry_sensitivity: +0.085  |  wage_base_m: -0.060  |  private_well_proxy_pct: -0.031,FOIA,"Full-Service Restaurants | Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers | Fitness and Recreational Sports Centers",1978.1975,0.8041951219512196,True,157.30108906233718,393.25272265584294,346.06239593714184,440.4430493745441,83.36957720303872,True,14.02932935809476,FOIA,surveyed,4,medium
32,49013,Duchesne County,UT,0.7496371218621345,High,High Probability / High Impact,0.6022100198262573,High,0.5514529934015688,High,0.7582162916401542,Critical,0.7496406982719104,High,→ Stable,3.5764097758850255e-06,Resilient,-9.761906623840332,-10.591906623840332,-8.931906623840332,Medium,drought_weeks_before ↑ (+1.570),drought_weeks_before: +1.570  |  gdp_per_capita: -1.295  |  private_well_proxy_pct: +0.363  |  unemployment_rate: -0.114  |  industry_sensitivity: -0.104  |  fire_frequency: +0.080  |  water_vulnerability_score: -0.025  |  wage_base_m: +0.022,FOIA,Support Activities for Oil and Gas Operations | Limited-Service Restaurants | General Automotive Repair,1786.645,0.5544985673352436,True,96.71043703248593,241.7760925812148,212.76296147146905,270.78922369096057,51.25653162721754,True,6.164876590276131,FOIA,surveyed,2,medium
33,49027,Millard County,UT,0.7483875842728593,High,High Probability / Low Impact,0.6908017728020525,High,0.4759284792959228,Moderate,0.7886195254217134,Critical,0.7484373651288209,High,→ Stable,4.978085596152315e-05,At Risk,-14.006641387939453,-14.836641387939453,-13.176641387939453,Medium,unemployment_rate ↓ (-2.310),unemployment_rate: -2.310  |  gdp_per_capita: -1.242  |  drought_weeks_before: +0.964  |  wage_base_m: -0.387  |  fire_frequency: -0.357  |  water_vulnerability_score: -0.139  |  industry_sensitivity: -0.139  |  private_well_proxy_pct: -0.139,FOIA,RV (Recreational Vehicle) Parks and Campgrounds | Supermarkets and Other Grocery (except Convenience) Stores | Funeral Homes and Funeral Services,1168.2375,0.7587120440187487,True,124.14868694469733,310.3717173617433,273.12711127833416,347.6163234451525,65.79880408068959,True,1.9448876292060018,FOIA,surveyed,0,low
